cntr_01,dist_x,pang_x,ra_01,dec_01,cntr,object,ra,dec,unc_ra,unc_dec,tile,flux_ap2_36,uncf_ap2_36,flux_kr_36,uncf_kr_36,stell_36,flgs_36,ext_fl_36,flux_ap2_45,uncf_ap2_45,flux_kr_45,uncf_kr_45,stell_45,flgs_45,ext_fl_45,flux_ap2_58,uncf_ap2_58,flux_kr_58,uncf_kr_58,stell_58,flgs_58,ext_fl_58,flux_ap2_80,uncf_ap2_80,flux_kr_80,uncf_kr_80,stell_80,flgs_80,ext_fl_80,flux_ap2_24,uncf_ap2_24,flux_kr_24,uncf_kr_24,stell_24,flgs_24,ext_fl_24,ap_m_b,msig_b,ap_m_v,msig_v,ap_m_r,msig_r,kr_m_b,kr_m_v,kr_m_r,stell_b,stell_v,stell_r
6,62.627787,162.486727,9.3423,-43.5076,68488,SWIRE3_J003723.88-433127.0,9.34952,-43.52419,0.0203,0.0181,12,36.41,0.73,30.71,0.67,0.97,CA0,0,21.61,0.9,18.2,0.94,0.11,CA0,0,,,,,,,,,,,,,,,,,,,,,,19.361,0.001,18.837,0.001,18.489,0.001,19.224,18.693,18.35,0.99,0.98,0.99
6,63.950099,34.331879,9.3423,-43.5076,67426,SWIRE3_J003725.46-432934.5,9.35611,-43.49293,0.019,0.018,12,47.7,0.67,45.2,0.71,0.94,CA0,0,30.16,0.94,29.03,0.94,0.23,CA0,0,,,,,,,,,,,,,,,,,,,,,,25.532,0.08,23.656,0.045,22.374,0.015,25.42,23.532,22.123,0.45,0.5,0.75
6,64.877049,-174.898727,9.3423,-43.5076,68834,SWIRE3_J003721.62-433131.9,9.34009,-43.52555,0.0222,0.0196,12,29.57,0.73,28.48,0.81,0.95,CA0,0,19.35,0.89,17.26,0.93,0.33,CA0,0,,,,,,,,,,,,,,,,,,,,,,24.828,0.053,24.007,0.057,23.516,0.041,24.376,23.737,23.416,0.01,0.49,0.32
6,66.551093,-149.028896,9.3423,-43.5076,69161,SWIRE3_J003719.00-433124.4,9.32918,-43.52345,0.0106,0.0148,12,117.95,1.14,135.09,1.21,0.1,CA0,2,84.53,1.36,97.58,1.63,0.03,CA0,0,52.45,4.27,82.36,7.17,0.03,CA2,0.0,63.03,4.55,32.03,3.15,0.44,CA0,0.0,,,,,,,,22.097,0.004,20.515,0.003,19.763,0.002,21.455,19.841,19.131,0.03,0.03,0.03
6,69.024437,113.588534,9.3423,-43.5076,67687,SWIRE3_J003727.96-433054.9,9.36653,-43.51527,0.0185,0.0185,12,28.37,0.88,26.74,0.97,0.87,CA0,0,25.43,1.02,23.84,1.36,0.02,CA0,0,,,,,,,,66.6,5.05,59.06,5.2,0.19,CA0,0.0,,,,,,,,24.096,0.025,22.829,0.02,22.017,0.011,23.439,22.537,21.714,0.12,0.75,0.91
6,69.646341,-91.875317,9.3423,-43.5076,69201,SWIRE3_J003715.75-433029.6,9.31564,-43.50823,0.0169,0.0159,12,58.86,0.81,54.95,0.78,0.96,CA0,0,40.24,0.86,38.27,0.89,0.16,CA0,0,39.6,3.75,26.46,3.73,0.35,CA0,0.0,,,,,,,,,,,,,,,62.789,0.098,24.45,0.086,23.567,0.042,62.876,24.418,23.302,0.4,0.39,0.11
1,0.512389,129.222409,8.8196,-42.6854,103917,SWIRE3_J003516.74-424107.7,8.81975,-42.68549,0.00994,0.0107,13,102.77,1.44,100.41,1.4,0.97,CA0,0,75.67,1.5,72.39,1.72,0.96,CA0,0,85.49,5.6,80.25,6.65,0.38,CA0,0.0,92.99,5.82,77.69,6.64,0.54,CA0,0.0,641.83,25.53,464.08,27.92,0.28,CA2,0.0,,,,,,,,,,,,
1,6.427192,-67.264928,8.8196,-42.6854,103985,SWIRE3_J003516.16-424104.9,8.81736,-42.68471,0.0149,0.0159,13,53.39,1.09,56.71,1.23,0.25,CA0,0,38.68,1.12,36.98,1.3,0.05,CA0,0,59.65,5.29,49.85,5.57,0.37,CA0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22.88191,-87.748768,8.8196,-42.6854,104217,SWIRE3_J003514.63-424106.5,8.81096,-42.68515,0.026,0.0255,13,14.19,0.63,12.81,0.67,0.76,CA0,0,17.01,0.94,20.2,1.3,0.62,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23.639277,-103.118197,8.8196,-42.6854,104256,SWIRE3_J003514.61-424112.8,8.8109,-42.68689,0.0239,0.0287,13,11.27,0.65,10.85,0.75,0.67,CA0,0,14.09,0.9,13.68,1.13,0.64,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23.780831,21.409569,8.8196,-42.6854,103656,SWIRE3_J003517.49-424045.3,8.82288,-42.67925,0.0128,0.0141,13,51.6,0.97,53.91,1.08,0.7,CA2,0,49.05,1.21,48.71,1.44,0.31,CA2,0,45.45,5.14,28.23,4.61,0.05,CA0,0.0,87.22,5.0,62.81,5.03,0.52,CA0,0.0,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,,,,,,,,,,,,
1,25.712721,-70.878733,8.8196,-42.6854,104180,SWIRE3_J003514.50-424059.0,8.81042,-42.68306,0.0205,0.0203,13,29.87,0.71,25.33,0.66,0.97,CA0,0,19.32,1.0,17.53,1.22,0.72,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26.415711,15.814241,8.8196,-42.6854,103650,SWIRE3_J003517.35-424042.0,8.82232,-42.67834,0.0233,0.0337,13,13.25,0.57,13.64,0.66,0.55,CA3,0,16.11,0.93,16.81,1.21,0.6,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27.387143,-52.228644,8.8196,-42.6854,104082,SWIRE3_J003514.74-424050.6,8.81142,-42.68074,0.0247,0.0174,13,33.75,0.74,35.64,0.93,0.81,CA3,0,37.18,1.0,48.04,1.58,0.73,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30.209656,-35.756711,8.8196,-42.6854,103967,SWIRE3_J003515.10-424042.9,8.81293,-42.67859,0.00788,0.00731,13,220.66,1.66,207.86,1.48,0.98,CA3,0,145.29,1.61,145.88,1.68,0.87,CA3,0,102.89,4.66,102.28,6.16,0.31,CA0,0.0,59.68,4.38,38.68,3.93,0.48,CA0,0.0,,,,,,,,,,,,,,,,,,,
1,30.940894,55.891365,8.8196,-42.6854,103502,SWIRE3_J003519.02-424050.0,8.82928,-42.68058,0.0236,0.0233,13,18.32,0.76,18.72,0.95,0.82,CA2,0,21.43,1.08,20.01,1.23,0.77,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31.527314,-92.752903,8.8196,-42.6854,104324,SWIRE3_J003513.84-424108.9,8.8077,-42.68582,0.0314,0.031,13,9.77,0.59,8.12,0.64,0.04,CA0,0,12.73,0.88,13.07,1.18,0.37,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32.642524,-41.608108,8.8196,-42.6854,104024,SWIRE3_J003514.73-424043.0,8.81141,-42.67862,0.0125,0.0124,13,80.94,1.05,76.94,1.02,0.98,CA3,0,55.77,1.14,60.58,1.44,0.89,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33.152212,97.868281,8.8196,-42.6854,103563,SWIRE3_J003519.68-424111.9,8.83201,-42.68666,0.0255,0.0237,13,16.42,0.73,14.38,0.73,0.74,CA0,0,11.5,0.98,9.48,1.0,0.63,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33.860615,33.977366,8.8196,-42.6854,103506,SWIRE3_J003518.42-424039.3,8.82675,-42.6776,0.0233,0.0239,13,27.89,0.78,30.27,0.98,0.09,CA0,0,21.64,0.98,21.43,1.08,0.01,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35.246838,53.894208,8.8196,-42.6854,103437,SWIRE3_J003519.28-424046.6,8.83036,-42.67963,0.0269,0.0217,13,21.94,0.79,22.24,0.96,0.92,CA3,0,13.02,1.01,16.21,1.31,0.59,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37.518777,-108.059269,8.8196,-42.6854,104439,SWIRE3_J003513.46-424119.0,8.80612,-42.68863,0.00727,0.00695,13,327.54,2.43,361.88,2.32,0.79,CA3,1,280.9,2.28,293.38,2.3,0.86,CA2,-1,248.88,6.84,220.82,7.47,0.5,CA0,0.0,334.11,5.57,376.34,9.52,0.9,CA0,0.0,725.14,28.25,779.22,37.75,0.32,CA0,0.0,,,,,,,,,,,,
1,37.88775,-78.717032,8.8196,-42.6854,104333,SWIRE3_J003513.33-424100.0,8.80556,-42.68334,0.019,0.019,13,32.66,0.74,31.61,0.81,0.96,CA0,0,27.35,0.94,28.6,1.19,0.87,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38.581154,-141.785613,8.8196,-42.6854,104421,SWIRE3_J003514.53-424137.7,8.81058,-42.69382,0.0252,0.027,13,12.37,0.67,13.14,0.88,0.78,CA0,0,15.69,1.06,14.51,1.25,0.63,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38.610689,-128.938013,8.8196,-42.6854,104456,SWIRE3_J003513.97-424131.7,8.80825,-42.69214,0.00976,0.00968,13,178.83,1.86,207.53,1.97,0.75,CA3,1,131.3,1.86,149.03,2.26,0.65,CA0,0,100.69,5.7,102.8,7.62,0.05,CA0,0.0,191.93,5.83,210.62,9.08,0.81,CA0,0.0,,,,,,,,,,,,,,,,,,,
1,39.097229,-170.456241,8.8196,-42.6854,104291,SWIRE3_J003516.11-424145.9,8.81715,-42.69611,0.026,0.0273,13,17.3,0.73,20.56,0.99,0.83,CA3,0,21.97,0.98,55.48,2.09,0.01,CA2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40.803404,-98.989441,8.8196,-42.6854,104454,SWIRE3_J003513.04-424113.8,8.80437,-42.68717,0.0165,0.0148,13,55.39,1.03,49.62,0.94,0.98,CA3,0,30.47,1.07,28.3,1.28,0.82,CA2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,41.717426,-168.36454,8.8196,-42.6854,104319,SWIRE3_J003515.94-424148.3,8.81642,-42.69675,0.0318,0.0233,13,16.4,0.74,23.34,1.18,0.46,CA3,0,17.9,0.9,35.87,1.52,0.66,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,42.169012,-36.961846,8.8196,-42.6854,104002,SWIRE3_J003514.40-424033.7,8.81002,-42.67604,0.0167,0.0159,13,54.74,0.91,54.18,0.98,0.61,CA0,0,41.34,1.03,43.81,1.39,0.45,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,42.486007,179.036571,8.8196,-42.6854,104233,SWIRE3_J003516.76-424149.9,8.81987,-42.6972,0.0137,0.013,13,44.33,1.01,40.67,1.08,0.95,CA0,0,64.47,1.16,59.05,1.31,0.58,CA0,0,83.45,5.44,57.98,4.82,0.68,CA0,0.0,57.31,4.05,59.05,4.72,0.35,CA0,0.0,696.19,26.71,710.29,33.36,0.43,CA2,0.0,,,,,,,,,,,,
1,42.909003,-149.503715,8.8196,-42.6854,104447,SWIRE3_J003514.72-424144.4,8.81137,-42.69567,0.0261,0.0256,13,16.03,0.72,14.69,0.85,0.11,CA0,0,15.6,1.02,16.35,1.34,0.59,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,43.161235,-119.04585,8.8196,-42.6854,104527,SWIRE3_J003513.28-424128.3,8.80534,-42.69122,0.0165,0.02,13,41.91,0.98,44.38,1.17,0.98,CA3,0,28.42,1.15,41.31,1.89,0.89,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44.296735,16.631303,8.8196,-42.6854,103479,SWIRE3_J003517.85-424024.9,8.82439,-42.67361,0.025,0.0227,13,26.58,0.69,27.7,0.86,0.68,CA0,0,19.28,0.87,19.7,1.08,0.65,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44.76961,-135.307282,8.8196,-42.6854,104528,SWIRE3_J003513.84-424139.2,8.8077,-42.69424,0.0192,0.0157,13,57.85,1.15,84.06,1.57,0.13,CA3,0,57.89,1.4,97.39,2.57,0.1,CA1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46.569534,-63.811827,8.8196,-42.6854,104304,SWIRE3_J003512.91-424046.8,8.80381,-42.67969,0.0198,0.0202,13,27.32,0.7,27.71,0.83,0.82,CA0,0,28.42,0.94,31.78,1.37,0.46,CA0,0,,,,,,,,44.18,4.42,25.33,3.38,0.41,CA0,0.0,,,,,,,,,,,,,,,,,,,
1,47.311425,-172.513144,8.8196,-42.6854,104340,SWIRE3_J003516.14-424154.3,8.81727,-42.69843,0.0179,0.0149,13,53.55,1.09,56.25,1.26,0.94,CA0,0,39.33,1.02,46.78,1.51,0.13,CA0,0,,,,,,,,,,,,,,,503.54,26.88,532.54,30.4,0.08,CA3,0.0,,,,,,,,,,,,
1,49.420135,162.74713,8.8196,-42.6854,104091,SWIRE3_J003518.03-424154.6,8.82514,-42.69851,0.0246,0.0217,13,22.76,0.79,19.04,0.76,0.94,CA0,0,14.15,0.71,12.67,0.84,0.56,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,50.667102,-160.539758,8.8196,-42.6854,104464,SWIRE3_J003515.17-424155.2,8.81322,-42.69867,0.0225,0.0216,13,20.91,0.77,20.38,0.9,0.93,CA0,0,15.06,0.84,12.58,0.8,0.61,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,52.595061,32.443193,8.8196,-42.6854,103280,SWIRE3_J003519.26-424023.0,8.83026,-42.67307,0.0254,0.0249,13,19.72,0.62,17.8,0.65,0.92,CA0,0,16.77,0.76,13.53,0.67,0.67,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,53.1208,61.68632,8.8196,-42.6854,103202,SWIRE3_J003520.94-424042.2,8.83727,-42.6784,0.0303,0.0265,13,10.87,0.6,10.18,0.66,0.62,CA0,0,12.23,0.8,8.61,0.63,0.49,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,53.210619,-147.317018,8.8196,-42.6854,104584,SWIRE3_J003514.09-424152.2,8.80874,-42.69784,0.0217,0.0185,13,19.84,0.76,19.23,0.88,0.95,CA0,0,22.14,1.09,18.57,1.03,0.82,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54.0631,166.789088,8.8196,-42.6854,104166,SWIRE3_J003517.82-424200.0,8.82427,-42.70002,0.0225,0.0232,13,26.74,0.85,25.47,0.94,0.52,CA0,0,18.35,0.75,17.13,0.99,0.06,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54.14017,-137.969881,8.8196,-42.6854,104642,SWIRE3_J003513.41-424147.6,8.8059,-42.69657,0.0203,0.0216,13,27.88,0.85,31.71,1.1,0.9,CA0,0,23.77,1.11,28.57,1.68,0.1,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55.02106,-4.801748,8.8196,-42.6854,103594,SWIRE3_J003516.28-424012.6,8.81786,-42.67017,0.0255,0.0313,13,20.75,0.64,22.67,0.88,0.22,CA2,0,13.0,0.82,12.15,0.95,0.19,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56.056551,-75.426107,8.8196,-42.6854,104484,SWIRE3_J003511.78-424053.3,8.7991,-42.68148,0.0212,0.0219,13,23.6,0.66,20.15,0.62,0.95,CA0,0,14.02,0.85,13.59,0.99,0.52,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57.925437,-141.262309,8.8196,-42.6854,104679,SWIRE3_J003513.41-424152.6,8.8059,-42.69795,0.0243,0.0259,13,14.11,0.7,17.22,0.98,0.23,CA1,0,18.48,1.09,25.89,1.66,0.45,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58.749392,41.198912,8.8196,-42.6854,103164,SWIRE3_J003520.21-424023.2,8.83422,-42.67312,0.0313,0.0249,13,21.96,0.57,21.63,0.75,0.44,CA3,0,17.49,0.79,25.94,1.41,0.1,CA2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59.276504,-170.935251,8.8196,-42.6854,104449,SWIRE3_J003515.85-424205.9,8.81607,-42.70166,0.0184,0.0216,13,53.71,1.11,62.92,1.44,0.2,CA3,0,43.91,1.07,54.32,1.61,0.04,CA1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60.190408,34.194707,8.8196,-42.6854,103178,SWIRE3_J003519.77-424017.6,8.83238,-42.67157,0.0243,0.03,13,17.14,0.52,19.0,0.69,0.64,CA3,0,14.73,0.73,12.65,0.83,0.66,CA3,0,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,,,,,,,,,,,,
1,60.225686,37.178786,8.8196,-42.6854,103167,SWIRE3_J003520.00-424019.4,8.83335,-42.67207,0.0255,0.0235,13,23.32,0.57,21.92,0.63,0.29,CA3,0,18.99,0.79,21.53,1.04,0.63,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61.08875,-164.990432,8.8196,-42.6854,104531,SWIRE3_J003515.26-424206.4,8.81362,-42.70179,0.013,0.012,13,60.1,1.15,56.71,1.12,0.89,CA3,0,45.25,1.06,50.65,1.47,0.35,CA3,0,62.67,5.46,56.02,5.19,0.49,CA0,0.0,75.26,4.53,52.34,4.65,0.0,CA0,0.0,705.12,32.81,863.65,44.64,0.04,CA0,0.0,,,,,,,,,,,,
1,61.44162,133.838766,8.8196,-42.6854,103681,SWIRE3_J003520.72-424149.9,8.83635,-42.69722,0.0228,0.0288,13,15.45,0.74,18.16,0.98,0.58,CA3,0,19.75,0.87,19.24,1.09,0.56,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61.806944,174.177581,8.8196,-42.6854,104299,SWIRE3_J003517.27-424208.9,8.82197,-42.70248,0.0228,0.0178,13,28.98,0.86,25.01,0.84,0.96,CA0,0,20.33,0.88,16.17,0.74,0.79,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61.920991,-146.727921,8.8196,-42.6854,104703,SWIRE3_J003513.62-424159.2,8.80676,-42.69978,0.0167,0.0129,13,56.2,1.11,60.31,1.28,0.95,CA3,0,40.58,1.16,40.6,1.46,0.43,CA0,0,49.4,5.18,32.5,4.39,0.43,CA0,0.0,,,,,,,,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,,,,,,,,,,,,
1,63.050307,129.378081,8.8196,-42.6854,103613,SWIRE3_J003521.12-424147.4,8.83802,-42.69651,0.0234,0.0216,13,18.04,0.75,18.95,0.92,0.9,CA0,0,16.03,0.83,12.1,0.83,0.58,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63.652014,-167.176562,8.8196,-42.6854,104532,SWIRE3_J003515.42-424209.5,8.81426,-42.70264,0.0238,0.015,13,40.96,1.03,49.81,1.2,0.04,CA3,0,27.35,0.95,27.76,1.02,0.01,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65.620968,-157.829707,8.8196,-42.6854,104651,SWIRE3_J003514.45-424208.2,8.81024,-42.70228,0.0114,0.0162,13,84.8,1.32,90.4,1.41,0.71,CA0,0,51.58,1.1,50.2,1.28,0.52,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,66.385592,135.361411,8.8196,-42.6854,103685,SWIRE3_J003520.93-424154.6,8.83723,-42.69852,0.0291,0.0195,13,29.82,0.9,35.95,1.07,0.32,CA3,0,35.19,1.0,45.26,1.59,0.24,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,67.035753,-147.591593,8.8196,-42.6854,104759,SWIRE3_J003513.44-424204.0,8.80602,-42.70112,0.0206,0.0194,13,28.76,0.85,24.36,0.84,0.97,CA3,0,21.14,0.95,21.44,1.17,0.51,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,67.254701,149.949361,8.8196,-42.6854,103923,SWIRE3_J003519.75-424205.6,8.83233,-42.70157,0.01,0.0102,13,137.16,1.66,151.19,1.68,0.16,CA3,1,110.91,1.32,126.73,1.58,0.1,CA3,0,80.68,4.96,72.44,5.66,0.45,CA0,0.0,129.15,4.42,137.82,6.86,0.36,CA0,0.0,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,,,,,,,,,,,,
1,67.716268,9.722335,8.8196,-42.6854,103323,SWIRE3_J003517.74-424000.6,8.82392,-42.66686,0.0242,0.0357,13,20.7,0.65,26.11,0.83,0.15,CA0,0,19.64,0.76,24.08,1.15,0.7,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,68.484199,-56.035403,8.8196,-42.6854,104353,SWIRE3_J003511.55-424029.1,8.79814,-42.67477,0.0116,0.0113,13,63.73,1.16,56.45,1.06,0.98,CA0,0,72.34,1.21,66.95,1.26,0.91,CA0,0,78.04,4.63,69.04,5.38,0.41,CA0,0.0,106.16,4.5,101.25,5.97,0.57,CA0,0.0,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,,,,,,,,,,,,
1,70.155238,154.03542,8.8196,-42.6854,104004,SWIRE3_J003519.49-424210.5,8.83121,-42.70292,0.0157,0.0164,13,68.88,1.23,82.22,1.4,0.12,CA3,0,51.63,0.97,68.29,1.46,0.13,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.298413,15.180409,9.4193,-43.6527,69694,SWIRE3_J003740.63-433909.4,9.41933,-43.65262,0.0133,0.0135,12,65.76,1.16,63.67,1.18,0.88,CA0,0,57.95,1.27,66.87,1.71,0.32,CA0,0,,,,,,,,53.14,4.67,31.82,4.3,0.37,CA0,0.0,556.76,30.31,343.22,19.86,0.04,CA0,0.0,24.798,0.055,-99.0,-99.0,23.02,0.029,24.301,-99.0,22.408,0.51,99.99,0.0
2,10.759708,50.776711,9.4193,-43.6527,69530,SWIRE3_J003741.39-433902.9,9.4225,-43.65081,0.0121,0.0107,12,197.06,1.81,259.7,1.98,0.11,CA2,1,116.85,1.52,174.55,2.32,0.03,CA0,2,105.02,5.19,113.25,6.81,0.0,CA0,0.0,75.4,4.66,79.56,5.84,0.46,CA0,0.0,,,,,,,,-99.0,-99.0,23.031,0.028,21.8,0.009,-99.0,22.081,20.772,99.99,0.01,0.01
2,18.340296,-43.427101,9.4193,-43.6527,69756,SWIRE3_J003739.47-433856.4,9.41446,-43.649,0.0244,0.0231,12,26.74,0.87,26.73,1.03,0.17,CA0,0,19.29,0.77,16.37,0.78,0.1,CA0,0,,,,,,,,,,,,,,,,,,,,,,23.804,0.026,23.346,0.035,22.757,0.023,23.408,23.004,22.363,0.01,0.01,0.01
2,18.792606,41.496264,9.4193,-43.6527,69410,SWIRE3_J003741.77-433855.6,9.42408,-43.64879,0.0277,0.0312,12,15.87,0.6,21.53,0.87,0.15,CA3,0,13.45,0.83,21.16,1.17,0.03,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21.476242,-151.851711,9.4193,-43.6527,69938,SWIRE3_J003739.69-433928.6,9.41541,-43.65796,0.02,0.0147,12,38.37,0.87,37.07,0.97,0.92,CA2,0,33.78,1.23,43.69,1.84,0.16,CA2,0,,,,,,,,71.04,5.61,64.95,5.87,0.4,CA0,0.0,,,,,,,,22.258,0.006,21.162,0.005,20.62,0.003,21.895,20.827,20.304,0.08,0.25,0.32
2,22.614995,38.885598,9.4193,-43.6527,69367,SWIRE3_J003741.93-433852.1,9.42475,-43.64781,0.0298,0.0234,12,29.32,0.74,35.67,1.02,0.01,CA3,0,25.47,0.85,41.14,1.59,0.0,CA2,0,,,,,,,,,,,,,,,,,,,,,,24.838,0.054,24.133,0.066,23.712,0.051,24.585,23.972,23.438,0.66,0.48,0.55
2,23.796513,-179.623748,9.4193,-43.6527,69856,SWIRE3_J003740.61-433933.5,9.41924,-43.65931,0.0228,0.0234,12,23.44,0.83,21.07,0.86,0.92,CA0,0,16.6,0.96,13.29,0.82,0.61,CA0,0,,,,,,,,,,,,,,,,,,,,,,24.796,0.049,23.316,0.036,22.07,0.012,24.666,23.203,21.961,0.61,0.75,0.98
2,25.68778,-143.692565,9.4193,-43.6527,70011,SWIRE3_J003739.23-433930.4,9.41346,-43.65845,0.0183,0.0168,12,47.0,0.87,45.92,0.91,0.4,CA2,0,38.34,1.27,43.52,1.8,0.18,CA2,0,,,,,,,,,,,,,,,,,,,,,,24.996,0.061,-99.0,-99.0,23.635,0.052,24.358,-99.0,23.152,0.08,99.99,0.13
2,27.284384,-105.382718,9.4193,-43.6527,70054,SWIRE3_J003738.20-433916.9,9.4092,-43.65471,0.0246,0.0247,12,22.06,0.66,19.51,0.63,0.74,CA0,0,15.41,0.98,13.25,0.9,0.44,CA0,0,,,,,,,,,,,,,,,,,,,,,,24.134,0.032,23.459,0.038,22.873,0.025,23.808,23.256,22.698,0.27,0.06,0.13
2,27.306573,80.518215,9.4193,-43.6527,69293,SWIRE3_J003743.11-433905.2,9.42964,-43.65145,0.03,0.0321,12,15.36,0.6,19.98,0.92,0.14,CA0,0,15.13,0.87,15.22,1.24,0.01,CA0,0,,,,,,,,,,,,,,,,,,,,,,23.292,0.014,22.226,0.013,21.643,0.008,22.926,21.857,21.273,0.01,0.01,0.02
2,29.517958,5.621844,9.4193,-43.6527,69419,SWIRE3_J003740.89-433840.3,9.42041,-43.64454,0.0258,0.0285,12,18.25,0.62,16.86,0.65,0.75,CA0,0,14.42,0.65,11.69,0.57,0.58,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,31.924028,85.606342,9.4193,-43.6527,69239,SWIRE3_J003743.56-433907.2,9.43152,-43.65202,0.031,0.0266,12,19.23,0.64,22.3,0.91,0.12,CA0,0,15.44,0.86,23.56,1.49,0.0,CA0,0,,,,,,,,,,,,,,,,,,,,,,23.007,0.011,21.877,0.01,21.32,0.007,22.599,21.339,20.755,0.01,0.02,0.02
2,34.041406,-26.39931,9.4193,-43.6527,69649,SWIRE3_J003739.23-433839.2,9.41349,-43.64423,0.0354,0.0312,12,12.54,0.56,13.5,0.77,0.66,CA0,0,8.81,0.69,9.12,0.87,0.49,CA0,0,,,,,,,,,,,,,,,,,,,,,,24.228,0.036,23.995,0.058,23.468,0.045,23.93,23.903,23.132,0.04,0.61,0.01
2,35.138933,-122.961078,9.4193,-43.6527,70172,SWIRE3_J003737.91-433928.8,9.40798,-43.65801,0.0246,0.0293,12,20.12,0.65,19.04,0.73,0.26,CA3,0,18.33,0.98,31.53,1.8,0.0,CA2,0,,,,,,,,,,,,,,,,,,,,,,22.572,0.008,21.804,0.009,21.165,0.006,22.224,21.373,20.794,0.03,0.04,0.06
2,37.932637,144.053997,9.4193,-43.6527,69631,SWIRE3_J003742.68-433940.4,9.42785,-43.66123,0.0536,0.0285,12,11.85,0.62,16.56,1.06,0.03,CA0,0,11.01,0.86,24.54,1.72,0.05,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
