cntr_01,dist_x,pang_x,ra_01,dec_01,cntr,object,ra,dec,unc_ra,unc_dec,tile,flux_ap2_36,uncf_ap2_36,flux_kr_36,uncf_kr_36,stell_36,flgs_36,ext_fl_36,flux_ap2_45,uncf_ap2_45,flux_kr_45,uncf_kr_45,stell_45,flgs_45,ext_fl_45,flux_ap2_58,uncf_ap2_58,flux_kr_58,uncf_kr_58,stell_58,flgs_58,ext_fl_58,flux_ap2_80,uncf_ap2_80,flux_kr_80,uncf_kr_80,stell_80,flgs_80,ext_fl_80,flux_ap2_24,uncf_ap2_24,flux_kr_24,uncf_kr_24,stell_24,flgs_24,ext_fl_24,ap_m_b,msig_b,ap_m_v,msig_v,ap_m_r,msig_r,kr_m_b,kr_m_v,kr_m_r,stell_b,stell_v,stell_r
3,23.598845,135.933665,8.6805,-42.4578,138105,SWIRE3_J003444.80-422745.0,8.68668,-42.46251,0.0356,0.0305,14,13.9,0.53,14.06,0.68,0.26,CA0,0,14.04,0.81,16.37,1.14,0.02,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23.792666,-153.410427,8.6805,-42.4578,138361,SWIRE3_J003442.35-422749.3,8.67649,-42.46371,0.0209,0.0197,14,40.23,0.64,40.97,0.77,0.79,CA2,0,30.19,1.0,27.23,1.01,0.73,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,28.565794,-101.489019,8.6805,-42.4578,138438,SWIRE3_J003440.79-422733.7,8.66996,-42.45938,0.0141,0.015,14,58.98,0.99,55.19,0.97,0.58,CA0,0,50.2,1.27,47.47,1.55,0.88,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30.087639,10.787542,8.6805,-42.4578,137944,SWIRE3_J003443.82-422658.5,8.68262,-42.44959,0.0298,0.021,14,19.85,0.73,22.47,1.06,0.16,CA3,0,19.0,1.05,22.32,1.47,0.05,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30.358155,3.160041,8.6805,-42.4578,137984,SWIRE3_J003443.47-422657.7,8.68113,-42.44938,0.0137,0.0145,14,60.54,1.04,63.66,1.24,0.75,CA3,0,64.89,1.38,73.9,1.97,0.31,CA3,0,51.37,5.19,36.86,4.93,0.24,CA0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33.116857,-136.206836,8.6805,-42.4578,138495,SWIRE3_J003441.24-422751.9,8.67187,-42.46444,0.0125,0.0135,14,81.96,0.81,79.73,0.85,0.91,CA0,0,71.13,1.25,64.07,1.2,0.95,CA0,0,46.34,3.65,36.26,3.59,0.17,CA0,0.0,47.29,4.78,35.25,4.76,0.19,CA0,0.0,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,,,,,,,,,,,,
3,33.679863,3.300703,8.6805,-42.4578,137960,SWIRE3_J003443.49-422654.4,8.68123,-42.44846,0.0178,0.0172,14,46.3,0.96,48.19,1.05,0.51,CA3,0,29.5,1.12,28.6,1.34,0.3,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,34.632695,-114.24621,8.6805,-42.4578,138533,SWIRE3_J003440.46-422742.3,8.66861,-42.46175,0.0193,0.027,14,27.69,0.65,26.0,0.77,0.04,CA0,0,29.59,1.0,33.57,1.38,0.21,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,38.70199,-100.67219,8.6805,-42.4578,138561,SWIRE3_J003439.88-422735.2,8.66618,-42.45979,0.0187,0.0148,14,47.98,0.79,52.8,0.97,0.02,CA0,0,40.53,1.02,43.14,1.24,0.21,CA0,0,58.07,4.28,47.17,4.72,0.33,CA0,0.0,40.38,4.38,32.49,3.86,0.33,CA0,0.0,,,,,,,,,,,,,,,,,,,
3,40.587158,-141.232273,8.6805,-42.4578,138573,SWIRE3_J003441.02-422759.7,8.67093,-42.46659,0.036,0.0335,14,12.09,0.4,10.51,0.42,0.64,CA0,0,13.33,0.76,11.13,0.81,0.46,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,41.127616,109.912323,8.6805,-42.4578,137883,SWIRE3_J003446.81-422742.0,8.69506,-42.46169,0.014,0.0136,14,64.55,0.86,59.57,0.85,0.94,CA0,0,69.73,1.28,67.65,1.33,0.9,CA0,0,70.9,4.75,93.13,6.38,0.01,CA0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,43.983428,89.818005,8.6805,-42.4578,137740,SWIRE3_J003447.29-422727.9,8.69706,-42.45776,0.0188,0.0206,14,32.49,0.67,29.6,0.71,0.95,CA0,0,36.51,0.95,32.04,0.92,0.94,CA0,0,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,,,,,,,,,,,,
3,44.289331,-25.547161,8.6805,-42.4578,138126,SWIRE3_J003441.59-422648.1,8.67331,-42.4467,0.0249,0.0243,14,20.44,0.72,18.69,0.78,0.87,CA0,0,13.31,1.02,9.36,0.96,0.22,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,44.82266,15.29195,8.6805,-42.4578,137818,SWIRE3_J003444.38-422644.8,8.68495,-42.44579,0.026,0.0233,14,18.62,0.7,16.11,0.75,0.91,CA0,0,15.65,0.99,12.55,0.86,0.58,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,46.951593,171.838832,8.6805,-42.4578,138334,SWIRE3_J003443.92-422814.5,8.68301,-42.47071,0.0233,0.0285,14,20.13,0.54,19.13,0.72,0.63,CA0,0,14.11,0.98,11.65,1.04,0.64,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,47.928982,73.152126,8.6805,-42.4578,137642,SWIRE3_J003447.46-422714.1,8.69777,-42.45394,0.0218,0.022,14,33.43,0.72,30.96,0.73,0.77,CA0,0,28.53,0.91,29.83,1.1,0.35,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,48.169261,150.10836,8.6805,-42.4578,138161,SWIRE3_J003445.48-422809.8,8.68954,-42.4694,0.0226,0.0223,14,20.62,0.72,19.08,0.72,0.86,CA0,0,23.62,1.06,18.21,0.88,0.76,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,51.242945,2.555382,8.6805,-42.4578,137878,SWIRE3_J003443.52-422636.8,8.68136,-42.44358,0.0224,0.019,14,26.69,0.78,25.32,0.83,0.35,CA0,0,26.96,1.09,21.62,1.05,0.84,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,52.363859,24.934816,8.6805,-42.4578,137687,SWIRE3_J003445.31-422640.5,8.68881,-42.44461,0.0327,0.0231,14,15.64,0.68,15.9,0.97,0.19,CA2,0,12.73,1.02,11.07,1.18,0.51,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,52.491453,-166.036701,8.6805,-42.4578,138560,SWIRE3_J003442.17-422819.0,8.67573,-42.47195,0.0041,0.00344,14,2179.64,4.19,2186.83,3.7,0.92,CA2,-1,1402.11,4.28,1325.12,3.65,0.98,CA2,-1,880.95,7.53,835.9,7.74,0.4,CA0,0.0,535.4,5.43,477.48,7.51,0.95,CA0,0.0,,,,,,,,,,,,,,,,,,,
3,53.141972,-179.141093,8.6805,-42.4578,138439,SWIRE3_J003443.24-422821.2,8.6802,-42.47256,0.0222,0.0229,14,42.58,0.72,99.81,1.71,0.05,CA3,2,37.0,1.19,45.18,1.84,0.3,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,55.900383,159.245529,8.6805,-42.4578,138245,SWIRE3_J003445.11-422820.3,8.68796,-42.47232,0.0191,0.0272,14,14.19,0.63,13.0,0.75,0.82,CA0,0,10.98,1.05,10.15,1.07,0.51,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,56.207297,167.282301,8.6805,-42.4578,138323,SWIRE3_J003444.43-422822.9,8.68516,-42.47303,0.0195,0.0147,14,43.75,0.76,46.43,0.9,0.67,CA0,0,51.09,1.29,53.27,1.68,0.48,CA0,0,49.27,4.38,25.52,3.63,0.35,CA0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,56.317265,143.348878,8.6805,-42.4578,138097,SWIRE3_J003446.35-422813.2,8.69316,-42.47035,0.02,0.0199,14,22.33,0.74,22.97,0.96,0.5,CA0,0,25.83,1.09,25.57,1.39,0.83,CA0,0,45.86,5.09,41.16,5.92,0.24,CA2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,56.538468,24.424204,8.6805,-42.4578,137651,SWIRE3_J003445.43-422636.6,8.6893,-42.4435,0.0272,0.0275,14,15.08,0.67,17.08,0.95,0.79,CA3,0,17.57,1.02,25.82,1.64,0.01,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,57.645152,-127.245515,8.6805,-42.4578,138789,SWIRE3_J003439.17-422802.9,8.66322,-42.46749,0.0172,0.0167,14,45.18,0.71,48.3,0.94,0.36,CA0,0,51.06,1.09,51.16,1.35,0.47,CA0,0,,,,,,,,49.05,4.34,36.7,3.85,0.44,CA0,0.0,,,,,,,,,,,,,,,,,,,
3,57.787779,38.058269,8.6805,-42.4578,137575,SWIRE3_J003446.53-422642.5,8.69391,-42.44516,0.0142,0.014,14,66.04,1.09,66.69,1.21,0.4,CA3,0,50.66,1.15,50.67,1.41,0.39,CA0,0,,,,,,,,48.15,4.74,27.02,3.42,0.36,CA0,0.0,573.75,26.29,653.77,38.7,0.11,CA0,0.0,,,,,,,,,,,,
3,59.359621,-117.257551,8.6805,-42.4578,138802,SWIRE3_J003438.55-422755.2,8.66063,-42.46535,0.015,0.0138,14,125.31,1.47,172.53,1.91,0.1,CA0,2,76.26,1.31,91.11,1.93,0.4,CA0,0,47.82,4.1,43.54,4.5,0.06,CA0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,63.684569,-21.049721,8.6805,-42.4578,138058,SWIRE3_J003441.25-422628.6,8.67189,-42.44129,0.0201,0.0177,14,30.74,0.81,26.65,0.83,0.95,CA0,0,25.91,1.08,22.08,0.96,0.82,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,64.024574,39.469894,8.6805,-42.4578,137476,SWIRE3_J003446.99-422638.6,8.69582,-42.44407,0.0179,0.0239,14,35.64,0.81,46.45,1.12,0.34,CA0,0,26.96,0.94,21.11,0.89,0.86,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,64.587415,-152.477414,8.6805,-42.4578,138764,SWIRE3_J003440.62-422825.3,8.66926,-42.47371,0.0217,0.0202,14,35.8,0.66,34.17,0.72,0.69,CA0,0,25.31,0.9,22.54,1.23,0.72,CA0,0,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,,,,,,,,,,,,
3,64.767622,22.348855,8.6805,-42.4578,137599,SWIRE3_J003445.54-422628.1,8.68977,-42.44116,0.0256,0.0273,14,18.41,0.71,18.38,0.98,0.19,CA0,0,16.33,0.9,13.13,0.83,0.58,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,65.354194,127.899762,8.6805,-42.4578,137905,SWIRE3_J003447.98-422808.2,8.69992,-42.46895,0.0308,0.0291,14,10.4,0.65,10.22,0.81,0.67,CA0,0,13.56,1.02,13.21,1.27,0.5,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,65.719144,64.712943,8.6805,-42.4578,137412,SWIRE3_J003448.68-422700.0,8.70287,-42.45,0.0279,0.0236,14,29.15,0.69,39.14,0.99,0.06,CA3,0,28.08,0.84,45.93,1.51,0.12,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,65.956525,-148.197876,8.6805,-42.4578,138796,SWIRE3_J003440.17-422824.1,8.66741,-42.47337,0.0432,0.0367,14,9.08,0.46,8.19,0.65,0.01,CA1,0,9.56,0.77,9.31,0.81,0.04,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,65.989721,-3.808933,8.6805,-42.4578,137853,SWIRE3_J003442.92-422622.2,8.67885,-42.43951,0.0174,0.0294,14,24.57,0.78,34.55,1.29,0.26,CA3,0,26.99,1.1,33.27,1.68,0.89,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,66.324571,-142.370797,8.6805,-42.4578,138827,SWIRE3_J003439.66-422820.6,8.66525,-42.47239,0.0296,0.0328,14,9.05,0.49,7.17,0.45,0.63,CA0,0,11.98,0.79,10.21,0.83,0.59,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,66.387646,116.097462,8.6805,-42.4578,137754,SWIRE3_J003448.70-422757.2,8.70295,-42.46591,0.018,0.017,14,52.46,0.99,59.21,1.23,0.62,CA3,0,43.45,1.24,51.27,1.76,0.68,CA3,0,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,,,,,,,,,,,,
3,66.497296,5.042617,8.6805,-42.4578,137738,SWIRE3_J003443.84-422621.8,8.6827,-42.4394,0.0233,0.0271,14,18.26,0.7,16.39,0.81,0.45,CA0,0,13.86,0.99,11.78,1.13,0.62,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,66.936038,112.057117,8.6805,-42.4578,137706,SWIRE3_J003448.92-422753.2,8.70386,-42.46478,0.0284,0.0304,14,12.91,0.66,15.39,1.03,0.25,CA0,0,14.94,1.01,14.49,1.28,0.59,CA1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,68.300592,-127.77511,8.6805,-42.4578,138895,SWIRE3_J003438.44-422809.9,8.66017,-42.46942,0.0204,0.0179,14,35.65,0.71,38.72,0.93,0.47,CA0,0,23.1,0.96,18.29,1.07,0.81,CA0,0,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,68.385133,74.591074,8.6805,-42.4578,137405,SWIRE3_J003449.27-422709.9,8.70532,-42.45275,0.0385,0.0336,14,10.38,0.48,10.53,0.67,0.69,CA0,0,13.35,0.63,10.98,0.53,0.6,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,68.404372,-171.450389,8.6805,-42.4578,138626,SWIRE3_J003442.40-422835.7,8.67667,-42.47659,0.034,0.0371,14,9.07,0.51,11.31,0.83,0.52,CA0,0,11.03,0.8,10.35,0.98,0.45,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,68.558313,67.240135,8.6805,-42.4578,137377,SWIRE3_J003449.03-422701.5,8.7043,-42.45043,0.0189,0.0201,14,46.42,0.79,50.52,0.92,0.4,CA3,0,33.89,0.79,36.28,1.21,0.43,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,69.541066,-163.176871,8.6805,-42.4578,138727,SWIRE3_J003441.50-422834.6,8.67292,-42.47629,0.0234,0.0271,14,17.97,0.58,22.17,1.01,0.55,CA0,0,24.22,0.96,22.91,1.22,0.66,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,69.945833,119.651849,8.6805,-42.4578,137775,SWIRE3_J003448.81-422802.6,8.70339,-42.46741,0.0202,0.0194,14,41.65,0.92,62.64,1.48,0.19,CA3,0,34.43,1.17,45.98,1.99,0.01,CA3,0,,,,,,,,87.29,5.46,105.41,8.06,0.54,CA0,0.0,,,,,,,,,,,,,,,,,,,
3,70.252456,62.742125,8.6805,-42.4578,137352,SWIRE3_J003448.96-422655.8,8.70401,-42.44886,0.0133,0.0132,14,110.17,1.02,118.25,1.06,0.69,CA3,0,70.76,1.05,80.01,1.36,0.68,CA3,0,68.27,3.77,60.82,4.97,0.02,CA0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,70.687373,-79.533357,8.6805,-42.4578,138754,SWIRE3_J003437.03-422715.2,8.65433,-42.45423,0.0279,0.0181,14,25.89,0.78,25.73,0.82,0.23,CA0,0,22.73,0.96,21.38,1.09,0.51,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,71.704563,-7.665453,8.6805,-42.4578,137880,SWIRE3_J003442.45-422617.0,8.6769,-42.43806,0.0179,0.0184,14,44.91,0.93,54.06,1.34,0.82,CA2,0,31.27,1.15,33.46,1.6,0.76,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.36,0.0,8.8564,-42.2398,129171,SWIRE3_J003525.53-421422.9,8.8564,-42.2397,0.0104,0.0137,14,135.11,1.06,186.66,1.28,0.03,CA3,2,101.9,1.63,123.38,2.09,0.08,CA2,0,77.16,3.78,69.53,5.17,0.0,CA0,0.0,60.14,5.48,40.78,5.35,0.05,CA0,0.0,1018.16,30.44,882.08,39.07,0.12,CA0,0.0,,,,,,,,,,,,
4,7.989585,150.416421,8.8564,-42.2398,129176,SWIRE3_J003525.89-421430.2,8.85788,-42.24173,0.0181,0.0156,14,48.0,0.73,51.4,0.81,0.1,CA3,0,37.48,1.2,42.39,1.57,0.32,CA3,0,43.87,3.62,63.09,5.88,0.36,CA2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11.436292,163.760966,8.8564,-42.2398,129213,SWIRE3_J003525.82-421434.2,8.8576,-42.24285,0.0235,0.0231,14,35.47,0.62,42.85,0.83,0.03,CA3,0,29.97,1.17,36.2,1.59,0.13,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11.743505,135.835731,8.8564,-42.2398,129128,SWIRE3_J003526.27-421431.7,8.85947,-42.24214,0.0229,0.0263,14,30.6,0.59,38.24,0.8,0.27,CA3,0,20.79,1.04,30.36,1.59,0.12,CA3,0,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,15.825972,117.650353,8.8564,-42.2398,129050,SWIRE3_J003526.79-421430.6,8.86166,-42.24184,0.0228,0.025,14,37.59,0.63,49.84,0.95,0.02,CA3,0,29.15,1.15,47.21,2.31,0.0,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17.421917,128.160478,8.8564,-42.2398,129077,SWIRE3_J003526.76-421434.0,8.86154,-42.24279,0.019,0.0202,14,42.52,0.66,45.22,0.79,0.35,CA3,0,33.18,1.16,36.06,1.74,0.15,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,18.804237,44.900767,8.8564,-42.2398,128940,SWIRE3_J003526.73-421409.9,8.86138,-42.2361,0.0217,0.023,14,21.44,0.58,20.59,0.67,0.71,CA3,0,21.96,1.06,20.38,1.18,0.52,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,19.635593,100.673707,8.8564,-42.2398,128976,SWIRE3_J003527.27-421426.9,8.86364,-42.24081,0.0269,0.0236,14,27.84,0.6,34.0,1.0,0.71,CA3,0,18.21,1.03,15.81,1.2,0.66,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,22.546831,40.111906,8.8564,-42.2398,128898,SWIRE3_J003526.84-421406.0,8.86185,-42.23501,0.0145,0.0138,14,72.13,0.91,83.48,1.08,0.24,CA3,0,68.54,1.41,74.04,1.81,0.32,CA2,0,,,,,,,,53.96,5.32,39.84,4.86,0.34,CA0,0.0,,,,,,,,,,,,,,,,,,,
4,23.945004,85.000473,8.8564,-42.2398,128891,SWIRE3_J003527.68-421421.1,8.86535,-42.23922,0.0243,0.0201,14,35.54,0.71,41.58,1.04,0.09,CA2,0,32.47,1.15,33.05,1.62,0.12,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,26.818845,139.092044,8.8564,-42.2398,129101,SWIRE3_J003527.11-421443.5,8.86299,-42.24543,0.0188,0.018,14,42.87,0.65,38.75,0.66,0.66,CA0,0,37.82,0.97,33.54,1.12,0.71,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,27.354989,-121.412238,8.8564,-42.2398,129494,SWIRE3_J003523.43-421437.5,8.84764,-42.24376,0.0231,0.0258,14,27.55,0.6,34.31,0.9,0.22,CA3,0,26.56,0.9,33.33,1.44,0.08,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,29.731635,112.049902,8.8564,-42.2398,128938,SWIRE3_J003528.01-421434.4,8.86674,-42.2429,0.0132,0.014,14,114.35,1.09,169.81,1.49,0.17,CA0,1,93.98,1.3,109.58,1.81,0.12,CA2,0,40.44,4.53,31.89,4.07,0.04,CA0,0.0,49.05,4.32,45.32,4.0,0.35,CA0,0.0,,,,,,,,,,,,,,,,,,,
4,30.308838,-171.19992,8.8564,-42.2398,129401,SWIRE3_J003525.11-421453.2,8.85466,-42.24812,0.0265,0.0249,14,27.59,0.59,25.99,0.69,0.3,CA0,0,19.9,0.74,17.82,0.7,0.57,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,31.074096,35.925285,8.8564,-42.2398,128810,SWIRE3_J003527.17-421358.1,8.86324,-42.23281,0.0222,0.0168,14,55.78,0.96,61.13,1.17,0.31,CA2,0,35.6,1.17,45.69,1.93,0.53,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,31.707885,84.400616,8.8564,-42.2398,128804,SWIRE3_J003528.37-421420.1,8.86824,-42.23894,0.0187,0.0239,14,28.06,0.64,25.83,0.74,0.96,CA0,0,19.02,1.03,15.29,0.93,0.54,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,32.635747,-121.602122,8.8564,-42.2398,129551,SWIRE3_J003523.03-421440.3,8.84597,-42.24455,0.0187,0.017,14,57.56,0.85,68.73,1.08,0.03,CA3,0,44.71,1.2,50.44,1.62,0.01,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,35.293648,-150.707133,8.8564,-42.2398,129530,SWIRE3_J003523.98-421454.0,8.84992,-42.24835,0.0141,0.0238,14,64.2,1.0,125.7,1.51,0.02,CA3,2,50.69,1.19,86.11,1.93,0.01,CA3,0,49.8,3.84,94.05,6.18,0.17,CA0,0.0,,,,,,,,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,,,,,,,,,,,,
4,35.523916,157.553105,8.8564,-42.2398,129241,SWIRE3_J003526.75-421456.1,8.86149,-42.24892,0.0256,0.0259,14,15.54,0.51,13.18,0.5,0.7,CA0,0,15.88,0.69,14.91,0.87,0.62,CA0,0,,,,,,,,46.05,3.65,40.81,3.65,0.38,CA0,0.0,,,,,,,,,,,,,,,,,,,
4,39.052607,151.244852,8.8564,-42.2398,129190,SWIRE3_J003527.22-421457.5,8.86345,-42.24931,0.041,0.0246,14,16.12,0.56,17.22,0.77,0.38,CA0,0,14.32,0.77,14.53,0.96,0.28,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,39.74571,-144.787879,8.8564,-42.2398,129585,SWIRE3_J003523.47-421455.7,8.8478,-42.24882,0.0041,0.00407,14,922.83,2.96,855.57,2.54,0.99,CA3,-1,564.33,3.32,514.23,2.81,0.98,CA2,-1,371.46,5.88,339.33,6.84,0.89,CA0,0.0,205.64,5.82,221.41,8.76,0.79,CA0,0.0,,,,,,,,,,,,,,,,,,,
4,39.84553,104.87273,8.8564,-42.2398,128811,SWIRE3_J003529.00-421433.5,8.87085,-42.24264,0.0329,0.0371,14,15.69,0.57,22.94,0.98,0.1,CA2,0,9.89,0.8,12.31,1.25,0.03,CA2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,41.325194,-125.528663,8.8564,-42.2398,129657,SWIRE3_J003522.50-421447.2,8.84378,-42.24647,0.0249,0.0305,14,15.12,0.54,12.41,0.57,0.8,CA0,0,10.4,0.98,10.35,1.08,0.5,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,41.90345,162.647535,8.8564,-42.2398,129289,SWIRE3_J003526.66-421503.2,8.86109,-42.25091,0.0328,0.0307,14,15.13,0.54,12.9,0.5,0.65,CA0,0,9.41,0.61,9.98,0.79,0.13,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,44.534251,-5.1858,8.8564,-42.2398,128933,SWIRE3_J003525.17-421338.9,8.85489,-42.22748,0.0162,0.0157,14,53.81,0.98,51.02,1.0,0.93,CA0,0,41.99,1.22,41.81,1.39,0.53,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,44.879183,141.604498,8.8564,-42.2398,129078,SWIRE3_J003528.04-421458.4,8.86686,-42.24957,0.0208,0.0257,14,27.68,0.65,25.11,0.67,0.75,CA0,0,18.34,0.81,16.4,1.11,0.62,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,46.808165,13.368862,8.8564,-42.2398,128777,SWIRE3_J003526.51-421337.7,8.86046,-42.22715,0.0199,0.0188,14,32.65,0.83,29.81,0.87,0.24,CA0,0,31.82,1.13,28.02,1.1,0.32,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,47.89934,-152.859184,8.8564,-42.2398,129644,SWIRE3_J003523.56-421505.9,8.8482,-42.25164,0.014,0.014,14,77.08,0.93,70.12,0.93,0.98,CA0,0,49.91,1.25,46.97,1.48,0.85,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,48.260056,153.149498,8.8564,-42.2398,129215,SWIRE3_J003527.49-421506.3,8.86458,-42.25176,0.0262,0.0342,14,14.53,0.54,14.95,0.65,0.41,CA3,0,13.07,0.69,12.9,0.82,0.52,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,48.784981,44.597924,8.8564,-42.2398,128616,SWIRE3_J003528.61-421348.5,8.86925,-42.23015,0.00314,0.0032,14,2317.44,5.29,2225.21,4.56,0.98,CA0,-1,1609.51,5.46,1496.26,4.55,0.99,CA0,-1,1095.59,8.68,1015.44,8.17,0.75,CA0,1.0,600.18,6.89,545.41,7.64,0.89,CA0,0.0,,,,,,,,,,,,,,,,,,,
4,48.896195,146.22876,8.8564,-42.2398,129125,SWIRE3_J003527.98-421503.9,8.8666,-42.25109,0.0201,0.0196,14,36.65,0.7,33.76,0.77,0.94,CA1,0,26.11,0.83,26.3,1.12,0.79,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,50.128137,-172.977462,8.8564,-42.2398,129528,SWIRE3_J003524.98-421513.0,8.8541,-42.25362,0.0265,0.0315,14,15.96,0.65,14.09,0.73,0.6,CA0,0,15.21,0.69,13.81,0.73,0.23,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,51.836482,109.099365,8.8564,-42.2398,128758,SWIRE3_J003529.94-421440.2,8.87478,-42.24451,0.0244,0.0337,14,15.55,0.68,13.46,0.72,0.04,CA0,0,12.07,0.79,8.86,1.0,0.07,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,53.687305,129.525522,8.8564,-42.2398,128934,SWIRE3_J003529.26-421457.4,8.87194,-42.24929,0.0378,0.0396,14,13.23,0.65,21.09,1.31,0.0,CA3,0,14.08,0.85,17.06,1.46,0.02,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,54.146397,151.679419,8.8564,-42.2398,129202,SWIRE3_J003527.84-421510.9,8.86604,-42.25304,0.0184,0.0181,14,48.07,0.77,44.54,0.77,0.98,CA2,0,36.73,0.85,34.0,0.91,0.88,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
