cntr_01,dist_x,pang_x,ra_01,dec_01,cntr,object,ra,dec,unc_ra,unc_dec,tile,flux_ap2_36,uncf_ap2_36,flux_kr_36,uncf_kr_36,stell_36,flgs_36,ext_fl_36,flux_ap2_45,uncf_ap2_45,flux_kr_45,uncf_kr_45,stell_45,flgs_45,ext_fl_45,flux_ap2_58,uncf_ap2_58,flux_kr_58,uncf_kr_58,stell_58,flgs_58,ext_fl_58,flux_ap2_80,uncf_ap2_80,flux_kr_80,uncf_kr_80,stell_80,flgs_80,ext_fl_80,flux_ap2_24,uncf_ap2_24,flux_kr_24,uncf_kr_24,stell_24,flgs_24,ext_fl_24
4,70.987214,31.516702,36.8772,-4.53427,43157,SWIRE2_J022733.00-043102.8,36.88754,-4.51746,0.0059,0.00576,12,389.07,2.17,349.33,1.87,0.98,CA0,-1,256.77,2.46,233.57,2.22,0.98,CA0,0,178.23,5.53,144.06,5.44,0.71,CA0,0.0,107.06,6.42,95.72,7.66,0.62,CA0,0.0,,,,,,,
5,0.460132,-38.520586,34.6885,-5.71579,448910,SWIRE2_J021845.22-054256.4,34.68842,-5.71569,0.015,0.0139,41,64.64,1.18,75.89,1.35,0.02,CA0,0,69.5,1.51,77.8,1.76,0.01,CA0,0,75.16,5.73,62.64,6.63,0.09,CA0,0.0,,,,,,,,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0
5,9.650973,86.792593,34.6885,-5.71579,448871,SWIRE2_J021845.88-054256.3,34.69119,-5.71564,0.0172,0.0175,41,37.34,0.91,35.22,1.01,0.96,CA0,0,23.56,1.14,18.31,0.88,0.67,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,10.829941,-114.551872,34.6885,-5.71579,448897,SWIRE2_J021844.58-054301.3,34.68575,-5.71704,0.0149,0.0149,41,51.8,1.03,48.89,1.12,0.95,CA0,0,54.44,1.37,51.92,1.43,0.82,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,15.522764,164.747726,34.6885,-5.71579,448702,SWIRE2_J021845.51-054311.8,34.68964,-5.71995,0.0188,0.0198,41,30.63,0.85,26.35,0.83,0.96,CA0,0,25.31,1.16,20.47,0.98,0.68,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,21.954757,85.486038,34.6885,-5.71579,448826,SWIRE2_J021846.70-054255.1,34.69461,-5.71531,0.00695,0.0067,41,248.31,2.02,220.95,1.75,0.98,CA0,0,158.76,1.95,140.92,1.78,0.99,CA0,0,118.46,6.03,108.36,7.51,0.32,CA0,0.0,,,,,,,,,,,,,,
5,22.861204,-10.198595,34.6885,-5.71579,449191,SWIRE2_J021844.96-054234.3,34.68737,-5.70954,0.0334,0.0294,41,10.04,0.65,7.92,0.55,0.54,CA0,0,10.69,1.02,9.4,1.12,0.43,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,24.257906,-140.910473,34.6885,-5.71579,448725,SWIRE2_J021844.21-054315.6,34.68423,-5.72102,0.0258,0.022,41,20.68,0.77,25.97,1.24,0.47,CA3,0,21.17,1.11,21.02,1.41,0.38,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,25.418985,-121.50722,34.6885,-5.71579,448837,SWIRE2_J021843.78-054310.1,34.68245,-5.71948,0.0213,0.0258,41,23.31,0.79,24.69,1.04,0.32,CA0,0,19.53,1.09,25.29,1.63,0.24,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,26.333872,176.33449,34.6885,-5.71579,448569,SWIRE2_J021845.35-054323.1,34.68897,-5.72309,0.0149,0.0153,41,71.23,1.2,86.58,1.53,0.1,CA0,0,57.31,1.36,68.0,1.91,0.56,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,26.516444,-74.40663,34.6885,-5.71579,449103,SWIRE2_J021843.52-054249.7,34.68137,-5.71381,0.0244,0.0235,41,18.1,0.74,15.01,0.9,0.78,CA0,0,24.04,1.13,22.25,1.4,0.66,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,27.094754,-96.178645,34.6885,-5.71579,448980,SWIRE2_J021843.43-054259.7,34.68098,-5.7166,0.0273,0.0273,41,14.79,0.7,12.38,0.67,0.12,CA0,0,17.15,1.07,14.43,1.06,0.63,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,28.956719,65.230782,34.6885,-5.71579,448937,SWIRE2_J021847.00-054244.7,34.69584,-5.71242,0.0244,0.0206,41,22.47,0.78,20.26,0.83,0.91,CA0,0,15.27,1.13,12.12,1.02,0.57,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,30.800433,-128.70571,34.6885,-5.71579,448761,SWIRE2_J021843.62-054316.1,34.68179,-5.72114,0.0149,0.0156,41,53.13,1.05,56.15,1.22,0.4,CA0,0,50.04,1.35,62.72,2.08,0.16,CA0,0,,,,,,,,62.26,6.26,28.1,3.39,0.39,CA0,0.0,,,,,,,
5,31.023712,167.395347,34.6885,-5.71579,448501,SWIRE2_J021845.69-054327.1,34.69039,-5.7242,0.0245,0.0208,41,24.3,0.8,30.72,1.16,0.94,CA3,0,19.75,0.89,24.43,1.26,0.6,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,33.220483,-74.346084,34.6885,-5.71579,449152,SWIRE2_J021843.09-054247.8,34.67957,-5.7133,0.0245,0.0255,41,14.9,0.7,12.67,0.8,0.82,CA0,0,14.41,1.05,13.04,1.19,0.56,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,33.435429,-35.724817,34.6885,-5.71579,449291,SWIRE2_J021843.93-054229.6,34.68305,-5.70825,0.0173,0.014,41,57.96,1.09,53.37,1.12,0.57,CA3,0,41.49,1.28,49.12,1.68,0.6,CA2,0,,,,,,,,,,,,,,,,,,,,,
5,36.439372,-91.302532,34.6885,-5.71579,449043,SWIRE2_J021842.79-054257.6,34.67833,-5.71602,0.0217,0.0198,41,34.5,0.93,36.98,1.01,0.34,CA0,0,23.96,1.1,28.42,1.57,0.55,CA2,0,,,,,,,,,,,,,,,,,,,,,
5,37.24578,-169.415211,34.6885,-5.71579,448482,SWIRE2_J021844.78-054333.4,34.68659,-5.72596,0.0312,0.0321,41,14.15,0.71,16.14,1.09,0.05,CA0,0,14.01,0.86,14.28,1.12,0.57,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,41.524672,-170.917253,34.6885,-5.71579,448415,SWIRE2_J021844.80-054337.8,34.68667,-5.72718,0.0295,0.0284,41,14.6,0.7,15.52,0.93,0.32,CA0,0,12.59,0.84,12.81,1.07,0.49,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,41.972006,-160.351256,34.6885,-5.71579,448478,SWIRE2_J021844.29-054336.3,34.68456,-5.72677,0.0315,0.0285,41,11.85,0.68,10.2,0.61,0.68,CA0,0,11.93,0.85,8.79,0.62,0.52,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,42.650961,-28.110426,34.6885,-5.71579,449404,SWIRE2_J021843.89-054219.2,34.68289,-5.70534,0.0208,0.0317,41,22.19,0.78,24.12,1.06,0.51,CA3,0,15.84,1.07,25.18,1.82,0.01,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,43.112846,-87.080912,34.6885,-5.71579,449117,SWIRE2_J021842.35-054254.6,34.67648,-5.71518,0.0234,0.0221,41,23.38,0.8,21.77,0.81,0.74,CA0,0,15.06,0.93,13.17,1.01,0.3,CA0,0,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0
5,43.740865,-132.381704,34.6885,-5.71579,448677,SWIRE2_J021843.07-054326.3,34.67948,-5.72398,0.0234,0.0178,41,36.05,0.92,38.65,1.19,0.53,CA3,0,42.98,1.16,49.57,1.6,0.05,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,44.761913,42.549553,34.6885,-5.71579,449170,SWIRE2_J021847.26-054223.8,34.69695,-5.70663,0.0194,0.0238,41,14.96,0.71,13.39,0.7,0.84,CA0,0,16.62,1.12,16.76,1.18,0.51,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,45.802609,68.418169,34.6885,-5.71579,448924,SWIRE2_J021848.09-054239.9,34.70039,-5.71111,0.0221,0.0253,41,18.42,0.74,20.22,1.02,0.73,CA0,0,15.43,1.05,12.0,0.92,0.52,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,45.867147,179.328803,34.6885,-5.71579,448328,SWIRE2_J021845.27-054342.7,34.68865,-5.72853,0.0276,0.0247,41,17.35,0.62,15.55,0.62,0.33,CA0,0,13.42,0.84,13.23,0.98,0.52,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,45.976908,-27.870485,34.6885,-5.71579,449455,SWIRE2_J021843.80-054216.2,34.6825,-5.7045,0.0267,0.0371,41,11.24,0.67,14.78,0.99,0.23,CA3,0,11.44,1.05,19.22,1.28,0.47,CA3,0,,,,,,,,,,,,,,,,,,,,,
5,46.508596,31.118884,34.6885,-5.71579,449263,SWIRE2_J021846.85-054217.0,34.69521,-5.70473,0.022,0.0212,41,23.72,0.79,20.59,0.83,0.93,CA0,0,23.14,1.14,24.83,1.52,0.73,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,47.435724,-141.906608,34.6885,-5.71579,448571,SWIRE2_J021843.27-054334.1,34.68033,-5.72616,0.0285,0.0229,41,19.73,0.76,22.65,1.03,0.41,CA0,0,16.02,0.92,13.22,0.82,0.64,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,48.596397,84.772752,34.6885,-5.71579,448732,SWIRE2_J021848.48-054252.4,34.70201,-5.71456,0.0122,0.0132,41,93.15,1.3,90.96,1.33,0.98,CA3,0,57.41,1.38,56.0,1.65,0.95,CA3,0,,,,,,,,,,,,,,,,,,,,,
5,49.040599,133.808399,34.6885,-5.71579,448312,SWIRE2_J021847.61-054330.7,34.69838,-5.72522,0.0231,0.0212,41,27.93,0.69,25.86,0.79,0.77,CA0,0,24.04,0.92,22.87,1.1,0.62,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,49.3373,77.955315,34.6885,-5.71579,448811,SWIRE2_J021848.47-054246.5,34.70197,-5.71293,0.0141,0.0108,41,146.11,1.62,187.56,1.93,0.31,CA3,1,96.16,1.64,108.44,2.06,0.12,CA3,0,,,,,,,,,,,,,,,,,,,,,
5,50.535518,-112.006841,34.6885,-5.71579,448881,SWIRE2_J021842.10-054315.7,34.67542,-5.72105,0.0196,0.0194,41,30.81,0.73,27.43,0.75,0.97,CA0,0,32.55,0.99,31.46,1.23,0.87,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,50.782433,15.087398,34.6885,-5.71579,449396,SWIRE2_J021846.12-054207.8,34.69219,-5.70217,0.026,0.0262,41,17.47,0.73,17.65,0.97,0.75,CA0,0,11.36,1.02,11.78,1.3,0.13,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,51.857961,23.402743,34.6885,-5.71579,449349,SWIRE2_J021846.61-054209.2,34.69425,-5.70257,0.0182,0.0252,41,60.22,1.14,104.65,1.88,0.02,CA0,2,37.7,1.26,55.17,2.24,0.0,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,52.326118,166.782895,34.6885,-5.71579,448215,SWIRE2_J021846.04-054347.7,34.69184,-5.72994,0.0343,0.0322,41,13.85,0.58,14.24,0.77,0.37,CA0,0,8.96,0.81,8.95,0.97,0.42,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,55.11831,-73.455678,34.6885,-5.71579,449294,SWIRE2_J021841.69-054241.1,34.67375,-5.71143,0.0156,0.0165,41,69.47,1.17,76.54,1.31,0.64,CA2,0,45.4,1.06,50.29,1.45,0.17,CA2,0,,,,,,,,,,,,,,,,,,,,,
5,55.426384,-69.785996,34.6885,-5.71579,449321,SWIRE2_J021841.75-054237.6,34.67398,-5.71047,0.0264,0.0238,41,15.37,0.7,13.81,0.76,0.78,CA3,0,11.36,0.87,9.62,0.92,0.47,CA3,0,,,,,,,,,,,,,,,,,,,,,
5,55.462512,158.558716,34.6885,-5.71579,448166,SWIRE2_J021846.59-054348.4,34.69416,-5.73013,0.0358,0.0253,41,8.88,0.51,7.26,0.59,0.56,CA0,0,9.4,0.83,6.9,0.55,0.64,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,55.705586,-104.140293,34.6885,-5.71579,448971,SWIRE2_J021841.62-054310.4,34.67342,-5.71957,0.0371,0.0313,41,11.16,0.54,13.58,0.81,0.02,CA3,0,12.4,0.89,13.37,1.17,0.12,CA3,0,,,,,,,,,,,,,,,,,,,,,
5,56.67736,37.081954,34.6885,-5.71579,449275,SWIRE2_J021847.52-054211.6,34.69804,-5.70323,0.0108,0.0103,41,82.81,1.25,79.28,1.23,0.95,CA0,0,86.05,1.62,82.4,1.71,0.83,CA0,0,114.02,6.0,102.36,6.54,0.27,CA0,0.0,216.13,6.51,190.77,8.47,0.8,CA0,0.0,856.42,29.35,1060.21,44.15,0.13,CA0,0.0
5,57.01974,78.898271,34.6885,-5.71579,448781,SWIRE2_J021848.98-054245.8,34.70412,-5.71274,0.0166,0.0137,41,83.87,1.26,106.77,1.57,0.81,CA3,0,65.98,1.46,95.53,2.35,0.79,CA3,0,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0
5,58.492501,67.263167,34.6885,-5.71579,448941,SWIRE2_J021848.85-054234.2,34.70356,-5.70951,0.0264,0.0221,41,22.26,0.78,20.42,0.83,0.56,CA0,0,15.33,1.09,13.21,1.2,0.46,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,58.713202,-106.200315,34.6885,-5.71579,448953,SWIRE2_J021841.46-054313.2,34.67276,-5.72034,0.0326,0.026,41,16.1,0.59,18.93,0.89,0.29,CA2,0,14.13,0.94,10.31,0.76,0.58,CA2,0,,,,,,,,,,,,,,,,,,,,,
5,61.633118,-3.932624,34.6885,-5.71579,449621,SWIRE2_J021844.95-054155.3,34.68732,-5.69871,0.0229,0.0247,41,27.06,0.83,33.37,1.25,0.34,CA0,0,25.18,1.14,25.78,1.46,0.58,CA2,0,,,,,,,,,,,,,,,,,,,,,
5,62.337052,-69.97394,34.6885,-5.71579,449377,SWIRE2_J021841.31-054235.4,34.67215,-5.70986,0.0258,0.0264,41,22.31,0.74,28.17,1.06,0.47,CA3,0,16.4,0.87,19.15,1.38,0.12,CA3,0,,,,,,,,,,,,,,,,,,,,,
5,62.618665,-39.97305,34.6885,-5.71579,449617,SWIRE2_J021842.54-054208.8,34.67727,-5.70246,0.0214,0.0255,41,22.29,0.78,24.74,1.08,0.89,CA0,0,23.85,1.14,24.88,1.27,0.32,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,63.437683,-168.535781,34.6885,-5.71579,448180,SWIRE2_J021844.39-054359.0,34.68498,-5.73306,0.0176,0.0178,41,43.39,0.8,39.64,0.77,0.85,CA0,0,38.13,1.02,32.95,1.0,0.63,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,63.471784,76.787727,34.6885,-5.71579,448804,SWIRE2_J021849.38-054242.3,34.70575,-5.71176,0.0144,0.0125,41,95.35,1.35,106.5,1.42,0.06,CA3,0,60.81,1.43,79.36,2.18,0.02,CA3,0,61.36,5.69,50.04,5.68,0.08,CA0,0.0,,,,,,,,,,,,,,
5,63.537643,-146.810313,34.6885,-5.71579,448393,SWIRE2_J021842.90-054350.0,34.67879,-5.73056,0.0308,0.0285,41,11.74,0.55,9.24,0.48,0.6,CA0,0,11.71,0.74,8.78,0.58,0.63,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,63.716098,27.634231,34.6885,-5.71579,449416,SWIRE2_J021847.22-054200.3,34.69675,-5.70011,0.0268,0.0256,41,14.69,0.7,13.44,0.78,0.75,CA0,0,10.67,1.05,9.04,1.04,0.33,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,63.79054,168.60005,34.6885,-5.71579,448062,SWIRE2_J021846.08-054359.3,34.69202,-5.73316,0.0216,0.0209,41,39.54,0.78,42.9,0.92,0.1,CA0,0,31.05,1.06,32.08,1.38,0.21,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,65.348793,-70.532361,34.6885,-5.71579,449394,SWIRE2_J021841.11-054235.0,34.6713,-5.70974,0.0216,0.0256,41,29.82,0.76,37.46,1.1,0.16,CA3,0,21.93,0.91,23.78,1.33,0.59,CA3,0,,,,,,,,,,,,,,,,,,,,,
5,65.764317,19.406582,34.6885,-5.71579,449526,SWIRE2_J021846.70-054154.8,34.6946,-5.69856,0.0103,0.00943,41,144.99,1.61,143.52,1.54,0.97,CA0,0,100.69,1.74,98.68,1.83,0.5,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,67.003219,86.026566,34.6885,-5.71579,448653,SWIRE2_J021849.71-054252.2,34.70716,-5.7145,0.0229,0.0216,41,32.8,0.86,33.27,1.0,0.69,CA0,0,24.95,1.18,28.1,1.61,0.72,CA2,0,,,,,,,,,,,,,,,,,,,,,
5,67.854771,-67.181432,34.6885,-5.71579,449464,SWIRE2_J021841.04-054230.5,34.67104,-5.70848,0.0152,0.0174,41,60.25,0.96,64.4,1.06,0.72,CA3,0,49.38,1.09,49.4,1.3,0.73,CA3,0,,,,,,,,,,,,,,,,,,,,,
5,68.53934,-139.052516,34.6885,-5.71579,448463,SWIRE2_J021842.23-054348.6,34.67596,-5.73017,0.019,0.0294,41,31.04,0.73,42.32,0.91,0.02,CA0,0,31.16,0.91,34.08,1.11,0.14,CA0,0,,,,,,,,,,,,,,,,,,,,,
5,71.770877,9.016769,34.6885,-5.71579,449671,SWIRE2_J021845.99-054145.9,34.69164,-5.6961,0.0291,0.0302,41,10.91,0.65,8.48,0.56,0.47,CA0,0,14.81,1.07,11.83,0.91,0.02,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,0.113578,-71.5206,34.8704,-4.11672,371506,SWIRE2_J021928.88-040700.1,34.87037,-4.11671,0.00832,0.0085,33,173.06,1.96,175.41,1.84,0.45,CA0,0,120.71,1.84,128.91,2.23,0.4,CA0,0,151.43,6.52,128.04,7.83,0.23,CA0,0.0,113.49,6.75,126.76,9.19,0.0,CA0,0.0,1114.28,27.7,947.35,33.99,0.74,CA0,0.0
1,6.711018,-9.236763,34.8704,-4.11672,371577,SWIRE2_J021928.82-040653.5,34.8701,-4.11488,0.0201,0.019,33,31.82,0.93,33.49,1.18,0.56,CA1,0,18.36,1.11,22.5,1.59,0.73,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,8.89185,111.120545,34.8704,-4.11672,371442,SWIRE2_J021929.45-040703.3,34.87271,-4.11761,0.0156,0.0164,33,51.06,1.12,47.47,1.11,0.89,CA0,0,36.5,1.28,40.73,1.81,0.91,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,10.204814,-121.237053,34.8704,-4.11672,371488,SWIRE2_J021928.31-040705.4,34.86797,-4.11819,0.0217,0.0175,33,34.34,0.98,35.8,1.13,0.15,CA0,0,38.73,1.3,52.01,2.24,0.19,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,12.399718,-92.496109,34.8704,-4.11672,371542,SWIRE2_J021928.06-040700.7,34.86695,-4.11687,0.0221,0.0194,33,29.26,0.94,35.81,1.32,0.15,CA0,0,28.23,1.2,31.47,1.66,0.62,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,22.511498,-73.462016,34.8704,-4.11672,371653,SWIRE2_J021927.45-040653.7,34.86439,-4.11494,0.00641,0.00626,33,177.42,1.89,163.87,1.68,0.98,CA0,0,234.04,2.39,214.12,2.17,0.98,CA0,0,397.76,7.46,664.43,14.05,0.69,CA0,1.0,636.37,7.96,563.6,9.58,0.97,CA0,0.0,1794.9,26.38,1439.0,31.86,0.94,CA0,0.0
1,24.307817,29.271689,34.8704,-4.11672,371687,SWIRE2_J021929.69-040638.9,34.87371,-4.11083,0.0152,0.0134,33,52.44,1.06,47.5,1.01,0.71,CA3,0,40.73,1.31,39.51,1.31,0.3,CA3,0,150.04,6.1,318.81,11.49,0.0,CA3,0.0,,,,,,,,,,,,,,
1,26.738733,-150.118533,34.8704,-4.11672,371300,SWIRE2_J021928.00-040723.3,34.86669,-4.12316,0.0208,0.0225,33,29.79,0.92,39.41,1.49,0.79,CA0,0,22.11,1.14,17.9,1.15,0.41,CA0,0,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0
1,28.326161,-123.213861,34.8704,-4.11672,371430,SWIRE2_J021927.31-040715.7,34.8638,-4.12103,0.0272,0.0216,33,15.36,0.76,16.43,1.01,0.67,CA0,0,13.82,1.07,10.0,0.83,0.53,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,29.091792,29.260105,34.8704,-4.11672,371734,SWIRE2_J021929.84-040634.8,34.87436,-4.10967,0.0127,0.00875,33,111.12,1.41,157.15,1.62,0.03,CA2,2,111.69,1.83,150.28,2.21,0.02,CA2,0,161.48,6.1,305.46,11.93,0.0,CA3,0.0,140.55,6.49,153.13,9.6,0.51,CA0,0.0,1076.9,27.73,789.12,29.07,0.79,CA0,0.0
1,29.404423,-19.696622,34.8704,-4.11672,371836,SWIRE2_J021928.23-040632.5,34.86764,-4.10903,0.0125,0.0128,33,97.58,1.33,106.95,1.33,0.17,CA0,0,72.55,1.56,76.27,1.95,0.06,CA0,0,58.4,4.74,41.71,4.59,0.07,CA0,0.0,,,,,,,,442.7,28.95,248.63,21.06,0.39,CA0,0.0
1,30.176714,-77.039816,34.8704,-4.11672,371699,SWIRE2_J021926.93-040653.4,34.86221,-4.11484,0.0266,0.0219,33,12.08,0.63,9.32,0.54,0.7,CA0,0,15.17,1.08,21.12,1.75,0.63,CA0,0,99.25,5.69,485.72,14.45,0.0,CA1,0.0,,,,,,,,,,,,,,
1,31.391928,88.620348,34.8704,-4.11672,371386,SWIRE2_J021930.99-040659.4,34.87914,-4.11651,0.0156,0.0129,33,72.96,1.29,79.79,1.49,0.89,CA2,0,48.02,1.37,46.4,1.63,0.27,CA0,0,73.9,6.22,93.22,6.83,0.52,CA0,0.0,,,,,,,,,,,,,,
1,36.334348,-165.696549,34.8704,-4.11672,371139,SWIRE2_J021928.29-040735.4,34.8679,-4.1265,0.0313,0.0249,33,35.92,1.3,91.85,2.51,0.01,CA1,0,15.83,1.11,30.78,2.33,0.01,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,37.976811,-115.07079,34.8704,-4.11672,371472,SWIRE2_J021926.59-040716.2,34.86082,-4.12119,0.0248,0.0255,33,19.82,0.82,25.12,1.31,0.1,CA3,0,22.81,1.18,19.66,1.23,0.14,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,38.396272,85.483224,34.8704,-4.11672,371382,SWIRE2_J021931.45-040657.1,34.88106,-4.11588,0.0298,0.0244,33,20.0,0.82,20.6,1.08,0.1,CA1,0,12.69,1.06,10.94,1.04,0.49,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,42.390828,-119.845333,34.8704,-4.11672,371414,SWIRE2_J021926.43-040721.2,34.86016,-4.12258,0.0133,0.0119,33,93.69,1.45,111.52,1.7,0.22,CA2,0,61.86,1.48,62.81,1.76,0.55,CA0,0,,,,,,,,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,,,,,,,
1,42.549445,-104.353682,34.8704,-4.11672,371547,SWIRE2_J021926.14-040710.7,34.85892,-4.11965,0.0171,0.0171,33,41.86,1.04,39.77,1.17,0.68,CA3,0,28.79,1.21,24.18,1.17,0.32,CA3,0,,,,,,,,,,,,,,,,,,,,,
1,45.240106,-104.093689,34.8704,-4.11672,371553,SWIRE2_J021925.96-040711.2,34.85818,-4.11978,0.0152,0.0175,33,38.47,1.0,35.0,1.02,0.98,CA3,0,35.51,1.26,33.74,1.44,0.24,CA3,0,,,,,,,,,,,,,,,,,,,,,
1,45.405385,-137.641775,34.8704,-4.11672,371252,SWIRE2_J021926.85-040733.7,34.86188,-4.12604,0.0124,0.0122,33,82.28,1.56,80.45,1.65,0.46,CA0,0,56.0,1.44,53.4,1.53,0.13,CA0,0,44.76,5.73,28.42,4.14,0.49,CA0,0.0,,,,,,,,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0
1,48.781126,133.282618,34.8704,-4.11672,370966,SWIRE2_J021931.26-040733.6,34.88029,-4.12601,0.0165,0.018,33,41.54,1.05,82.81,1.99,0.01,CA3,0,42.54,1.34,48.15,1.79,0.03,CA2,0,63.56,5.81,41.98,4.56,0.18,CA0,0.0,,,,,,,,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0
1,49.736209,-11.873968,34.8704,-4.11672,372065,SWIRE2_J021928.21-040611.5,34.86755,-4.1032,0.0236,0.0222,33,27.78,0.73,24.46,0.72,0.73,CA0,0,16.84,0.97,15.41,1.22,0.63,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,50.070075,167.912778,34.8704,-4.11672,370884,SWIRE2_J021929.59-040749.1,34.87332,-4.13032,0.034,0.0222,33,22.29,0.98,27.33,1.13,0.02,CA0,0,12.12,1.1,8.12,0.97,0.01,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,52.038839,-21.49373,34.8704,-4.11672,372102,SWIRE2_J021927.62-040611.7,34.86509,-4.10327,0.024,0.0224,33,18.93,0.65,16.8,0.72,0.48,CA0,0,24.24,0.96,23.27,1.25,0.77,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,52.770416,-104.782566,34.8704,-4.11672,371554,SWIRE2_J021925.48-040713.6,34.85619,-4.12046,0.0158,0.0175,33,64.21,1.23,75.1,1.49,0.04,CA0,0,47.33,1.22,61.6,1.87,0.02,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,53.595134,133.035786,34.8704,-4.11672,370901,SWIRE2_J021931.51-040736.7,34.88131,-4.12688,0.0178,0.0206,33,25.33,0.89,53.36,1.94,0.29,CA3,0,29.88,1.21,28.54,1.6,0.76,CA3,0,,,,,,,,82.76,6.44,81.45,6.29,0.49,CA0,0.0,,,,,,,
1,53.998442,-34.510664,34.8704,-4.11672,372106,SWIRE2_J021926.85-040615.6,34.86188,-4.10436,0.0192,0.0192,33,39.97,0.86,38.75,1.03,0.9,CA0,0,24.32,0.97,22.2,1.22,0.77,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,58.129066,33.013229,34.8704,-4.11672,371904,SWIRE2_J021931.01-040611.4,34.87922,-4.10318,0.0101,0.0117,33,97.79,1.23,105.5,1.28,0.16,CA0,0,100.69,1.72,107.51,1.94,0.43,CA0,0,60.86,4.82,64.64,6.09,0.1,CA0,0.0,242.4,6.77,231.03,8.52,0.45,CA0,0.0,979.54,24.14,1164.71,40.07,0.07,CA0,0.0
1,59.820922,-176.179803,34.8704,-4.11672,370813,SWIRE2_J021928.62-040759.8,34.86929,-4.1333,0.0176,0.018,33,58.41,1.18,63.95,1.55,0.34,CA0,0,32.79,1.25,32.78,1.45,0.06,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,60.840402,67.820889,34.8704,-4.11672,371526,SWIRE2_J021932.66-040637.2,34.88609,-4.11034,0.0231,0.0221,33,25.18,0.72,23.35,0.73,0.2,CA0,0,32.17,1.01,30.95,1.02,0.82,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,63.647307,87.601782,34.8704,-4.11672,371272,SWIRE2_J021933.14-040657.5,34.88811,-4.11598,0.0174,0.0199,33,61.97,1.0,72.9,1.12,0.33,CA0,0,45.45,1.11,51.74,1.44,0.4,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,63.758458,-161.242364,34.8704,-4.11672,370882,SWIRE2_J021927.52-040800.5,34.86469,-4.13349,0.0135,0.0149,33,66.0,1.36,82.09,1.62,0.03,CA3,0,53.69,1.43,60.97,1.86,0.02,CA3,0,,,,,,,,68.67,6.42,95.53,7.2,0.46,CA0,0.0,,,,,,,
