cntr_01,dist_x,pang_x,ra_01,dec_01,cntr,object,ra,dec,unc_ra,unc_dec,tile,flux_ap2_36,uncf_ap2_36,flux_kr_36,uncf_kr_36,stell_36,flgs_36,ext_fl_36,flux_ap2_45,uncf_ap2_45,flux_kr_45,uncf_kr_45,stell_45,flgs_45,ext_fl_45,flux_ap2_58,uncf_ap2_58,flux_kr_58,uncf_kr_58,stell_58,flgs_58,ext_fl_58,flux_ap2_80,uncf_ap2_80,flux_kr_80,uncf_kr_80,stell_80,flgs_80,ext_fl_80,flux_ap2_24,uncf_ap2_24,flux_kr_24,uncf_kr_24,stell_24,flgs_24,ext_fl_24
1,64.133064,-5.590742,34.8704,-4.11672,372239,SWIRE2_J021928.47-040556.3,34.86866,-4.09899,0.0224,0.0225,33,28.41,0.9,27.43,1.02,0.76,CA0,0,16.2,1.01,15.58,1.21,0.62,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,64.565832,-40.341993,34.8704,-4.11672,372215,SWIRE2_J021926.10-040610.9,34.85876,-4.10305,0.0158,0.0132,33,64.16,1.38,65.05,1.55,0.54,CA0,0,48.37,1.13,43.76,1.31,0.84,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,64.884134,101.133375,34.8704,-4.11672,371091,SWIRE2_J021933.15-040712.7,34.88813,-4.1202,0.0151,0.0117,33,93.87,1.22,116.76,1.47,0.03,CA0,0,77.56,1.44,100.84,1.97,0.01,CA0,0,,,,,,,,81.39,5.59,100.04,9.48,0.09,CA0,0.0,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0
1,65.116311,31.332854,34.8704,-4.11672,371971,SWIRE2_J021931.15-040604.5,34.87983,-4.10127,0.0246,0.0237,33,16.54,0.62,13.71,0.64,0.87,CA0,0,16.82,1.0,12.32,0.99,0.52,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,65.812471,148.817764,34.8704,-4.11672,370689,SWIRE2_J021931.17-040756.4,34.87989,-4.13236,0.0233,0.0279,33,17.02,0.84,16.17,1.15,0.13,CA0,0,13.0,1.04,11.3,1.14,0.51,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,66.583304,-165.923909,34.8704,-4.11672,370803,SWIRE2_J021927.81-040804.7,34.86589,-4.13466,0.0218,0.0266,33,23.26,0.92,21.13,1.0,0.04,CA3,0,19.33,1.13,18.9,1.5,0.17,CA3,0,,,,,,,,,,,,,,,,,,,,,
1,67.586082,35.5746,34.8704,-4.11672,371943,SWIRE2_J021931.52-040605.2,34.88135,-4.10145,0.032,0.0296,33,16.03,0.54,14.69,0.64,0.82,CA0,0,10.82,0.95,11.15,1.28,0.05,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,67.827245,-162.310202,34.8704,-4.11672,370831,SWIRE2_J021927.51-040804.8,34.86466,-4.13467,0.0123,0.0148,33,96.79,1.52,156.52,1.93,0.03,CA3,2,76.08,1.62,155.72,3.02,0.01,CA3,2,83.03,6.11,80.32,7.38,0.0,CA0,0.0,,,,,,,,777.67,24.54,592.67,23.2,0.01,CA0,0.0
1,67.930718,-117.833044,34.8704,-4.11672,371394,SWIRE2_J021924.88-040731.9,34.85367,-4.12553,0.0141,0.0144,33,74.84,1.07,75.42,1.17,0.86,CA0,0,54.88,1.14,51.16,1.16,0.88,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,68.211565,1.62895,34.8704,-4.11672,372262,SWIRE2_J021929.02-040552.0,34.87094,-4.09778,0.011,0.0113,33,91.81,1.4,87.66,1.4,0.98,CA0,0,56.77,1.26,48.33,1.16,0.97,CA0,0,56.01,5.67,37.51,4.96,0.48,CA0,0.0,,,,,,,,,,,,,,
1,68.70321,-91.111592,34.8704,-4.11672,371767,SWIRE2_J021924.30-040701.5,34.85127,-4.11709,0.0273,0.0287,33,9.97,0.52,7.91,0.49,0.59,CA0,0,22.43,0.94,31.3,1.64,0.08,CA0,0,,,,,,,,,,,,,,,357.95,24.89,276.7,23.74,0.09,CA0,0.0
1,68.841249,-98.117649,34.8704,-4.11672,371661,SWIRE2_J021924.34-040709.9,34.85142,-4.11942,0.0223,0.0217,33,17.89,0.62,13.96,0.52,0.92,CA0,0,27.66,0.98,29.7,1.64,0.58,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,69.386521,-150.893523,34.8704,-4.11672,370936,SWIRE2_J021926.63-040800.8,34.861,-4.13356,0.022,0.0207,33,20.0,0.93,16.42,0.83,0.74,CA0,0,22.6,1.03,20.1,1.12,0.36,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,70.337335,110.14915,34.8704,-4.11672,370939,SWIRE2_J021933.30-040724.4,34.88879,-4.12345,0.0204,0.0222,33,28.96,0.81,27.7,0.93,0.95,CA0,0,17.56,1.02,16.13,1.0,0.66,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,70.448205,20.497633,34.8704,-4.11672,372127,SWIRE2_J021930.54-040554.2,34.87727,-4.09839,0.0214,0.024,33,20.07,0.7,18.43,0.75,0.91,CA0,0,23.36,0.94,18.67,0.82,0.7,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,70.908233,69.525322,34.8704,-4.11672,371511,SWIRE2_J021933.33-040635.3,34.8889,-4.10983,0.0306,0.0316,33,11.35,0.57,9.87,0.55,0.68,CA0,0,11.54,0.85,9.21,0.78,0.64,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,71.639784,-139.226224,34.8704,-4.11672,371062,SWIRE2_J021925.76-040754.4,34.85737,-4.13179,0.0335,0.041,33,10.79,0.65,13.51,1.07,0.0,CA0,0,11.36,0.86,10.51,1.05,0.47,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,71.661228,40.307569,34.8704,-4.11672,371912,SWIRE2_J021931.99-040605.5,34.88331,-4.10154,0.0271,0.0323,33,11.47,0.5,9.43,0.45,0.71,CA0,0,14.65,0.89,13.39,0.99,0.63,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,0.230141,-128.733932,36.1217,-4.17031,69041,SWIRE2_J022429.19-041013.2,36.12165,-4.17035,0.00968,0.0107,13,124.16,1.29,122.51,1.29,0.55,CA0,0,91.92,1.4,85.5,1.59,0.15,CA0,0,115.24,5.19,103.67,6.46,0.69,CA0,0.0,87.37,5.34,74.28,6.52,0.06,CA0,0.0,1036.22,26.89,935.92,33.89,0.76,CA0,0.0
2,13.275077,-174.412394,36.1217,-4.17031,68898,SWIRE2_J022429.12-041026.3,36.12134,-4.17398,0.0213,0.0238,13,19.99,0.66,17.57,0.75,0.72,CA0,0,22.2,1.23,18.85,1.22,0.57,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,14.287908,-61.890009,36.1217,-4.17031,69185,SWIRE2_J022428.36-041006.3,36.11819,-4.16844,0.0243,0.0261,13,21.1,0.68,23.77,1.1,0.19,CA0,0,21.46,0.96,22.44,1.38,0.38,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,18.021319,-4.570994,36.1217,-4.17031,69275,SWIRE2_J022429.11-040955.1,36.1213,-4.16532,0.014,0.0102,13,295.46,2.04,607.93,2.98,0.03,EK3,2,236.09,1.99,489.37,3.75,0.03,EK3,2,154.26,5.48,345.86,12.68,0.0,CA0,0.0,95.34,5.42,121.79,7.42,0.38,CA0,0.0,,,,,,,
2,19.004626,91.954183,36.1217,-4.17031,68951,SWIRE2_J022430.47-041013.7,36.12699,-4.17049,0.0153,0.0154,13,41.35,0.82,36.23,0.78,0.92,CA0,0,47.67,1.36,41.17,1.25,0.93,CA0,0,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0
2,21.773747,31.626657,36.1217,-4.17031,69223,SWIRE2_J022429.97-040954.5,36.12488,-4.16516,0.01,0.0106,13,134.94,1.33,125.89,1.28,0.98,CA0,0,92.99,1.36,83.2,1.45,0.98,CA0,0,75.82,5.08,58.42,5.36,0.56,CA0,0.0,,,,,,,,,,,,,,
2,23.584663,-116.860665,36.1217,-4.17031,69001,SWIRE2_J022427.80-041023.7,36.11584,-4.17327,0.0234,0.0238,13,20.41,0.66,20.23,0.81,0.86,CA0,0,21.26,1.12,21.02,1.38,0.58,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,24.891595,-5.71207,36.1217,-4.17031,69357,SWIRE2_J022429.04-040948.3,36.12101,-4.16343,0.0143,0.00976,13,231.84,1.79,382.08,2.32,0.03,EK3,2,188.38,1.82,306.32,3.0,0.03,CA3,2,121.64,5.28,179.8,9.65,0.0,CA0,0.0,121.91,5.44,125.32,7.64,0.06,CA0,0.0,,,,,,,
2,25.456545,176.765844,36.1217,-4.17031,68740,SWIRE2_J022429.30-041038.5,36.1221,-4.17737,0.02,0.019,13,28.08,0.78,24.87,0.85,0.85,CA0,0,32.87,1.25,31.13,1.42,0.82,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,31.235062,-48.844609,36.1217,-4.17031,69404,SWIRE2_J022427.63-040952.5,36.11515,-4.1646,0.0282,0.0252,13,14.92,0.61,11.71,0.72,0.15,CA0,0,14.62,0.9,12.13,0.99,0.11,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,31.952744,94.653257,36.1217,-4.17031,68885,SWIRE2_J022431.33-041015.7,36.13057,-4.17103,0.026,0.0248,13,22.8,0.69,20.93,0.7,0.06,CA0,0,18.18,1.21,16.27,1.38,0.01,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,33.872928,162.225517,36.1217,-4.17031,68604,SWIRE2_J022429.89-041045.3,36.12458,-4.17927,0.0298,0.0253,13,11.72,0.57,9.84,0.54,0.2,CA0,0,17.27,1.14,16.63,1.31,0.38,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,35.775808,-108.845493,36.1217,-4.17031,69059,SWIRE2_J022426.94-041024.6,36.11227,-4.17352,0.0242,0.0274,13,21.78,0.58,19.5,0.57,0.9,CA0,0,18.02,0.81,14.85,0.84,0.69,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,37.198831,-178.617323,36.1217,-4.17031,68593,SWIRE2_J022429.14-041050.3,36.12145,-4.18064,0.0252,0.0302,13,20.47,0.66,19.61,0.77,0.35,CA0,0,12.56,1.14,9.31,1.07,0.1,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,37.546841,39.134322,36.1217,-4.17031,69306,SWIRE2_J022430.79-040943.9,36.1283,-4.16222,0.0179,0.0188,13,38.32,0.82,37.31,0.96,0.05,CA0,0,36.52,1.06,37.9,1.49,0.23,CA0,0,,,,,,,,63.24,5.4,39.12,4.84,0.4,CA0,0.0,,,,,,,
2,38.198097,-65.619791,36.1217,-4.17031,69392,SWIRE2_J022426.88-040957.3,36.11201,-4.16593,0.0356,0.0364,13,9.44,0.55,7.43,0.62,0.2,CA0,0,10.64,0.88,11.31,1.17,0.1,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,39.267792,-34.027545,36.1217,-4.17031,69545,SWIRE2_J022427.73-040940.5,36.11558,-4.16127,0.0238,0.0235,13,17.37,0.64,18.47,0.91,0.22,CA0,0,18.61,1.1,14.23,1.21,0.43,CA0,0,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0
2,40.220142,-142.302293,36.1217,-4.17031,68772,SWIRE2_J022427.56-041044.9,36.11485,-4.17915,0.0357,0.0248,13,21.44,0.68,29.11,1.15,0.22,CA0,0,13.76,0.96,17.47,1.53,0.05,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,40.493476,107.4342,36.1217,-4.17031,68735,SWIRE2_J022431.79-041025.2,36.13246,-4.17368,0.0171,0.0206,13,34.79,0.81,35.97,1.04,0.81,CA0,0,27.22,1.2,26.81,1.62,0.57,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,41.663424,91.48581,36.1217,-4.17031,68853,SWIRE2_J022431.99-041014.1,36.1333,-4.17061,0.0103,0.0142,13,88.45,1.13,92.88,1.19,0.3,CA2,0,77.55,1.58,76.76,1.91,0.24,CA0,0,59.44,4.76,58.05,5.07,0.42,CA0,0.0,72.95,6.61,42.78,5.48,0.38,CA0,0.0,,,,,,,
2,41.955442,-168.248172,36.1217,-4.17031,68583,SWIRE2_J022428.63-041054.1,36.11932,-4.18172,0.0188,0.0203,13,39.33,0.82,39.3,1.0,0.85,CA0,0,24.19,1.29,28.17,1.83,0.35,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,43.399293,-72.376372,36.1217,-4.17031,69386,SWIRE2_J022426.44-040959.9,36.11018,-4.16666,0.016,0.0156,13,39.21,0.7,34.72,0.73,0.97,CA0,0,37.25,0.94,29.79,0.85,0.93,CA0,0,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,61.1,4.71,33.37,2.84,0.38,CA0,0.0,494.65,29.06,244.67,21.18,0.17,CA0,0.0
2,44.16656,-87.571237,36.1217,-4.17031,69271,SWIRE2_J022426.25-041011.2,36.10941,-4.16979,0.0359,0.0346,13,11.35,0.47,9.41,0.55,0.39,CA0,0,11.13,0.76,8.42,0.62,0.52,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,48.177215,-18.781419,36.1217,-4.17031,69668,SWIRE2_J022428.17-040927.5,36.11738,-4.15764,0.0239,0.0219,13,17.47,0.64,18.72,0.8,0.82,CA0,0,20.7,1.16,17.66,1.25,0.72,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,48.512118,76.000651,36.1217,-4.17031,68974,SWIRE2_J022432.35-041001.3,36.13481,-4.16705,0.0208,0.0225,13,28.24,0.77,25.83,0.85,0.8,CA3,0,22.4,1.2,29.25,1.82,0.16,CA3,0,,,,,,,,,,,,,,,,,,,,,
2,48.518199,21.261068,36.1217,-4.17031,69524,SWIRE2_J022430.38-040927.9,36.1266,-4.15775,0.0482,0.0321,13,10.67,0.57,10.71,0.71,0.03,CA0,0,9.04,0.95,9.05,1.37,0.06,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,49.517132,71.783337,36.1217,-4.17031,69015,SWIRE2_J022432.35-040957.6,36.1348,-4.16601,0.0156,0.0134,13,72.39,1.03,71.93,1.07,0.93,CA3,0,49.41,1.37,49.5,1.69,0.48,CA2,0,,,,,,,,,,,,,,,,,,,,,
2,51.203094,81.387693,36.1217,-4.17031,68918,SWIRE2_J022432.59-041005.4,36.1358,-4.16818,0.0188,0.0177,13,35.61,0.79,36.78,0.98,0.46,CA3,0,43.27,1.36,44.65,1.77,0.58,CA3,0,,,,,,,,,,,,,,,,,,,,,
2,51.815302,-56.615438,36.1217,-4.17031,69585,SWIRE2_J022426.31-040944.6,36.10965,-4.16239,0.0189,0.0202,13,35.53,0.78,33.13,0.86,0.71,CA3,0,28.06,1.1,28.83,1.57,0.79,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,53.830661,-96.374359,36.1217,-4.17031,69214,SWIRE2_J022425.63-041019.0,36.1068,-4.17197,0.0446,0.0329,13,10.5,0.44,13.61,0.69,0.62,CA1,0,7.56,0.77,7.2,0.78,0.45,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,54.177539,-50.660803,36.1217,-4.17031,69651,SWIRE2_J022426.40-040938.7,36.11003,-4.16077,0.0252,0.0292,13,14.06,0.6,17.77,0.93,0.71,CA0,0,15.22,1.11,13.07,1.16,0.56,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,54.422516,148.720965,36.1217,-4.17031,68367,SWIRE2_J022431.09-041059.6,36.12957,-4.18323,0.0275,0.0328,13,10.92,0.57,10.38,0.65,0.14,CA0,0,11.31,1.13,8.78,1.08,0.48,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,55.025033,-166.144819,36.1217,-4.17031,68469,SWIRE2_J022428.32-041106.5,36.11803,-4.18515,0.0196,0.025,13,24.5,0.7,24.66,0.91,0.29,CA0,0,32.32,1.12,29.03,1.25,0.45,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,55.203493,77.151847,36.1217,-4.17031,68952,SWIRE2_J022432.80-041000.8,36.13669,-4.1669,0.0141,0.0133,13,118.07,1.27,144.35,1.49,0.14,CA3,1,76.36,1.57,90.24,2.26,0.57,CA3,0,52.64,4.8,73.81,6.37,0.04,CA0,0.0,,,,,,,,,,,,,,
2,56.197047,-133.62494,36.1217,-4.17031,68764,SWIRE2_J022426.48-041051.8,36.11037,-4.18108,0.0165,0.0164,13,38.47,0.7,37.78,0.72,0.8,CA0,0,37.81,1.1,36.12,1.21,0.71,CA0,0,,,,,,,,172.3,5.9,138.49,6.96,0.64,CA0,0.0,,,,,,,
2,59.263861,-27.965012,36.1217,-4.17031,69823,SWIRE2_J022427.35-040920.7,36.11396,-4.15577,0.0464,0.0216,13,10.09,0.56,12.62,0.79,0.54,CA0,0,11.98,1.09,11.35,1.29,0.61,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,62.150265,-82.980387,36.1217,-4.17031,69414,SWIRE2_J022425.08-041005.5,36.10452,-4.1682,0.0183,0.0185,13,45.42,0.67,42.95,0.71,0.85,CA0,0,35.76,0.98,32.52,1.09,0.89,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,64.501792,93.007979,36.1217,-4.17031,68722,SWIRE2_J022433.51-041016.4,36.13964,-4.17125,0.0261,0.0264,13,21.3,0.69,22.95,0.86,0.05,CA0,0,23.39,1.19,22.34,1.4,0.27,CA2,0,,,,,,,,,,,,,,,,,,,,,
2,65.488115,-117.96412,36.1217,-4.17031,68928,SWIRE2_J022425.34-041043.8,36.10559,-4.17884,0.0263,0.0245,13,20.43,0.59,17.89,0.62,0.88,CA0,0,13.12,1.08,13.05,1.3,0.57,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,65.490252,-52.23975,36.1217,-4.17031,69778,SWIRE2_J022425.74-040933.0,36.10728,-4.15917,0.027,0.0252,13,23.02,0.6,25.96,0.76,0.62,CA0,0,23.58,1.03,29.98,1.53,0.78,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,68.08489,-175.341868,36.1217,-4.17031,68255,SWIRE2_J022428.83-041120.9,36.12016,-4.18916,0.0163,0.0242,13,41.93,0.82,41.57,0.96,0.94,CA0,0,27.93,1.13,26.92,1.37,0.88,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,68.714731,-105.965675,36.1217,-4.17031,69109,SWIRE2_J022424.79-041032.0,36.1033,-4.17556,0.0121,0.0126,13,99.32,1.1,99.49,1.1,0.87,CA2,0,72.03,1.27,68.12,1.39,0.84,CA0,0,54.44,4.52,44.9,4.99,0.03,CA0,0.0,,,,,,,,,,,,,,
2,71.352732,-179.740525,36.1217,-4.17031,68182,SWIRE2_J022429.18-041124.4,36.12161,-4.19013,0.0152,0.0146,13,60.06,0.95,52.89,0.92,0.97,CA0,0,38.73,1.31,35.71,1.56,0.88,CA0,0,,,,,,,,,,,,,,,,,,,,,
2,71.508588,56.512358,36.1217,-4.17031,69265,SWIRE2_J022433.19-040933.6,36.13831,-4.15935,0.0303,0.0294,13,14.9,0.52,12.46,0.48,0.79,CA0,0,15.09,0.91,13.15,0.82,0.08,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,0.080462,-153.486472,35.6521,-3.84174,226110,SWIRE2_J022236.50-035030.3,35.65209,-3.84176,0.00983,0.00947,23,159.02,1.81,177.33,1.86,0.84,CA3,-1,125.01,1.88,150.77,2.38,0.42,CA2,0,119.4,6.34,102.55,6.76,0.59,CA0,0.0,103.32,6.47,104.36,7.8,0.5,CA0,0.0,1186.6,26.61,1323.83,42.15,0.07,CA0,0.0
3,11.85184,2.084208,35.6521,-3.84174,226260,SWIRE2_J022236.53-035018.4,35.65222,-3.83845,0.0215,0.0161,23,38.56,1.0,37.4,1.07,0.91,CA2,0,30.46,1.26,31.29,1.56,0.42,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,13.490117,-174.499523,35.6521,-3.84174,225970,SWIRE2_J022236.41-035043.6,35.65174,-3.84547,0.013,0.0128,23,87.74,1.39,93.42,1.52,0.63,CA2,0,64.14,1.34,73.28,1.9,0.57,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,13.600887,32.958768,35.6521,-3.84174,226216,SWIRE2_J022236.99-035018.8,35.65416,-3.83857,0.0129,0.0145,23,88.15,1.44,119.98,1.74,0.03,CA3,0,48.58,1.39,53.98,1.91,0.08,CA3,0,,,,,,,,,,,,,,,685.09,26.18,806.24,36.98,0.01,CA0,0.0
3,15.01899,68.48569,35.6521,-3.84174,226116,SWIRE2_J022237.43-035024.7,35.65599,-3.84021,0.0158,0.0139,23,52.39,1.14,52.45,1.28,0.58,CA0,0,41.42,1.33,41.2,1.54,0.13,CA0,0,,,,,,,,64.89,6.37,47.9,5.61,0.3,CA0,0.0,,,,,,,
3,20.476563,158.168455,35.6521,-3.84174,225876,SWIRE2_J022237.01-035049.2,35.65422,-3.84702,0.0236,0.0285,23,25.87,0.91,40.39,1.5,0.02,CA0,0,22.85,0.98,25.88,1.55,0.0,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,20.505468,-154.474565,35.6521,-3.84174,225951,SWIRE2_J022235.91-035048.7,35.64964,-3.84688,0.0114,0.0112,23,105.12,1.51,111.26,1.59,0.46,CA0,0,75.99,1.42,75.13,1.67,0.27,CA0,0,56.87,5.85,37.87,5.53,0.46,CA0,0.0,,,,,,,,,,,,,,
3,23.564021,54.188051,35.6521,-3.84174,226198,SWIRE2_J022237.78-035016.4,35.65742,-3.83791,0.0203,0.021,23,20.82,0.82,21.42,1.05,0.67,CA0,0,17.17,1.11,13.11,1.03,0.59,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,23.685387,-176.957459,35.6521,-3.84174,225862,SWIRE2_J022236.42-035053.9,35.65175,-3.84831,0.0231,0.025,23,23.46,0.81,22.42,1.01,0.36,CA0,0,17.28,0.91,15.5,1.03,0.64,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,24.199152,147.195755,35.6521,-3.84174,225843,SWIRE2_J022237.37-035050.6,35.65575,-3.84739,0.0274,0.0225,23,21.13,0.75,21.14,0.93,0.14,CA0,0,16.91,0.92,17.73,1.0,0.0,CA0,0,52.32,5.94,47.34,5.82,0.07,CA0,0.0,,,,,,,,,,,,,,
3,27.593755,60.709508,35.6521,-3.84174,226168,SWIRE2_J022238.11-035016.7,35.6588,-3.83799,0.0278,0.0229,23,13.64,0.75,23.32,1.23,0.5,CA1,0,22.76,1.2,26.25,1.74,0.29,CA0,0,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0
3,27.712667,37.343436,35.6521,-3.84174,226311,SWIRE2_J022237.62-035008.2,35.65678,-3.83562,0.027,0.0306,23,10.84,0.71,9.07,0.65,0.63,CA0,0,12.71,1.08,10.2,1.11,0.52,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,30.122099,-128.423829,35.6521,-3.84174,225999,SWIRE2_J022234.92-035048.9,35.64553,-3.84694,0.0371,0.027,23,10.38,0.7,11.25,0.96,0.31,CA0,0,11.27,0.98,8.13,1.01,0.31,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,30.198668,76.066197,35.6521,-3.84174,226071,SWIRE2_J022238.46-035022.9,35.66026,-3.83972,0.0157,0.015,23,60.7,1.19,55.26,1.16,0.95,CA0,0,34.12,1.19,31.06,1.18,0.55,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,30.58106,-43.125241,35.6521,-3.84174,226481,SWIRE2_J022235.10-035007.9,35.64628,-3.83554,0.0177,0.0197,23,33.21,0.96,31.98,1.08,0.69,CA0,0,26.5,1.2,30.1,1.66,0.69,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,33.762003,24.113052,35.6521,-3.84174,226437,SWIRE2_J022237.42-034959.4,35.65594,-3.83318,0.0243,0.021,23,20.83,0.82,18.93,0.96,0.58,CA0,0,21.8,1.16,18.05,0.99,0.13,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,34.023093,-170.82717,35.6521,-3.84174,225763,SWIRE2_J022236.14-035103.8,35.65059,-3.85107,0.0186,0.0175,23,42.41,0.9,40.98,0.91,0.91,CA3,0,39.87,1.21,38.96,1.27,0.05,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,35.629638,-46.121785,35.6521,-3.84174,226534,SWIRE2_J022234.78-035005.5,35.64495,-3.83488,0.0195,0.0154,23,37.38,1.0,41.28,1.2,0.29,CA0,0,43.94,1.36,50.97,1.87,0.32,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,36.89425,8.340958,35.6521,-3.84174,226541,SWIRE2_J022236.86-034953.7,35.65359,-3.8316,0.0242,0.0233,23,15.91,0.76,15.4,0.94,0.74,CA0,0,14.49,1.12,13.57,1.2,0.5,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,40.830959,166.104268,35.6521,-3.84174,225619,SWIRE2_J022237.15-035109.8,35.65483,-3.85275,0.0259,0.0263,23,19.49,0.65,16.97,0.64,0.85,CA0,0,11.56,1.06,8.35,0.76,0.52,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,42.936682,-103.973815,35.6521,-3.84174,226170,SWIRE2_J022233.72-035040.6,35.6405,-3.84462,0.0245,0.027,23,19.45,0.81,18.56,0.91,0.92,CA0,0,11.57,1.11,10.6,1.34,0.08,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,43.447317,76.877905,35.6521,-3.84174,226043,SWIRE2_J022239.33-035020.3,35.66388,-3.839,0.0234,0.0237,23,20.81,0.84,24.19,1.17,0.93,CA0,0,13.8,0.99,11.63,1.0,0.42,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,44.452995,27.528895,35.6521,-3.84174,226515,SWIRE2_J022237.87-034950.8,35.65782,-3.83079,0.0107,0.0165,23,86.42,1.38,86.93,1.37,0.95,CA0,0,56.06,1.44,52.98,1.53,0.87,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,46.576784,66.929552,35.6521,-3.84174,226142,SWIRE2_J022239.36-035012.0,35.66403,-3.83667,0.0141,0.0152,23,71.7,1.28,77.35,1.45,0.75,CA0,0,44.3,1.36,45.42,1.72,0.35,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,47.153353,147.363144,35.6521,-3.84174,225553,SWIRE2_J022238.20-035109.9,35.65918,-3.85277,0.0161,0.0184,23,35.44,0.79,31.49,0.75,0.96,CA0,0,23.93,1.17,19.64,1.07,0.69,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,47.846946,54.171474,35.6521,-3.84174,226282,SWIRE2_J022239.09-035002.2,35.6629,-3.83396,0.0217,0.028,23,18.33,0.8,22.97,1.2,0.53,CA2,0,12.2,1.1,8.09,0.98,0.52,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,48.262474,1.748625,35.6521,-3.84174,226682,SWIRE2_J022236.60-034942.0,35.65251,-3.82834,0.0172,0.0204,23,38.22,1.01,40.05,1.2,0.92,CA0,0,24.31,1.18,24.68,1.54,0.78,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,49.129296,79.530223,35.6521,-3.84174,226015,SWIRE2_J022239.73-035021.3,35.66555,-3.83926,0.0239,0.0204,23,27.61,0.9,29.03,1.15,0.84,CA0,0,17.25,1.01,14.86,1.06,0.56,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,50.209378,73.03362,35.6521,-3.84174,226077,SWIRE2_J022239.71-035015.6,35.66547,-3.83767,0.0305,0.0237,23,17.7,0.79,26.02,1.29,0.15,CA1,0,13.61,1.06,17.03,1.4,0.03,CA0,0,,,,,,,,,,,,,,,,,,,,,
3,53.920935,121.204778,35.6521,-3.84174,225597,SWIRE2_J022239.58-035058.1,35.66494,-3.8495,0.0312,0.023,23,18.21,0.65,18.58,0.78,0.82,CA0,0,12.66,1.07,11.61,1.17,0.49,CA0,0,,,,,,,,,,,,,,,,,,,,,
